1,0.684,Chisinau,Moldova,47.42N,29.61E
1931-04-01,5.831,0.542,Chisinau,Moldova,47.42N,29.61E
1931-05-01,17.037,0.228,Chisinau,Moldova,47.42N,29.61E
1931-06-01,20.067999999999998,0.313,Chisinau,Moldova,47.42N,29.61E
1931-07-01,23.048000000000002,0.249,Chisinau,Moldova,47.42N,29.61E
1931-08-01,19.857,0.259,Chisinau,Moldova,47.42N,29.61E
1931-09-01,13.969000000000001,0.43799999999999994,Chisinau,Moldova,47.42N,29.61E
1931-10-01,8.479,0.39399999999999996,Chisinau,Moldova,47.42N,29.61E
1931-11-01,1.5519999999999998,0.327,Chisinau,Moldova,47.42N,29.61E
1931-12-01,-3.7880000000000003,0.5539999999999999,Chisinau,Moldova,47.42N,29.61E
1932-01-01,-2.835,0.46,Chisinau,Moldova,47.42N,29.61E
1932-02-01,-9.294,0.475,Chisinau,Moldova,47.42N,29.61E
1932-03-01,-3.656,0.511,Chisinau,Moldova,47.42N,29.61E
1932-04-01,8.190000000000001,0.304,Chisinau,Moldova,47.42N,29.61E
1932-05-01,15.776,0.233,Chisinau,Moldova,47.42N,29.61E
1932-06-01,18.274,0.156,Chisinau,Moldova,47.42N,29.61E
1932-07-01,21.493000000000002,0.32299999999999995,Chisinau,Moldova,47.42N,29.61E
1932-08-01,20.555,0.28,Chisinau,Moldova,47.42N,29.61E
1932-09-01,18.367,0.414,Chisinau,Moldova,47.42N,29.61E
1932-10-01,12.739,0.499,Chisinau,Moldova,47.42N,29.61E
1932-11-01,3.4530000000000003,0.449,Chisinau,Moldova,47.42N,29.61E
1932-12-01,0.5730000000000001,0.46,Chisinau,Moldova,47.42N,29.61E
1933-01-01,-7.329,0.735,Chisinau,Moldova,47.42N,29.61E
1933-02-01,-3.256,0.272,Chisinau,Moldova,47.42N,29.61E
1933-03-01,1.061,0.488,Chisinau,Moldova,47.42N,29.61E
1933-04-01,5.4540000000000015,0.413,Chisinau,Moldova,47.42N,29.61E
1933-05-01,13.188,0.198,Chisinau,Moldova,47.42N,29.61E
1933-06-01,16.291,0.359,Chisinau,Moldova,47.42N,29.61E
1933-07-01,19.84,0.43200000000000005,Chisinau,Moldova,47.42N,29.61E
1933-08-01,18.741,0.368,Chisinau,Moldova,47.42N,29.61E
1933-09-01,13.353,0.22899999999999998,Chisinau,Moldova,47.42N,29.61E
1933-10-01,9.869,0.406,Chisinau,Moldova,47.42N,29.61E
1933-11-01,4.1930000000000005,0.268,Chisinau,Moldova,47.42N,29.61E
1933-12-01,-7.566,0.433,Chisinau,Moldova,47.42N,29.61E
1934-01-01,-4.763,0.509,Chisinau,Moldova,47.42N,29.61E
1934-02-01,-2.992,0.825,Chisinau,Moldova,47.42N,29.61E
1934-03-01,4.823,0.29,Chisinau,Moldova,47.42N,29.61E
1934-04-01,10.731,0.43,Chisinau,Moldova,47.42N,29.61E
1934-05-01,17.282,0.43,Chisinau,Moldova,47.42N,29.61E
1934-06-01,18.76,0.217,Chisinau,Moldova,47.42N,29.61E
1934-07-01,20.662,0.493,Chisinau,Moldova,47.42N,29.61E
1934-08-01,20.798,0.132,Chisinau,Moldova,47.42N,29.61E
1934-09-01,16.506,0.248,Chisinau,Moldova,47.42N,29.61E
1934-10-01,10.91,0.295,Chisinau,Moldova,47.42N,29.61E
1934-11-01,5.739,0.452,Chisinau,Moldova,47.42N,29.61E
1934-12-01,-3.717,0.841,Chisinau,Moldova,47.42N,29.61E
1935-01-01,-8.181000000000001,0.452,Chisinau,Moldova,47.42N,29.61E
1935-02-01,-3.016,0.326,Chisinau,Moldova,47.42N,29.61E
1935-03-01,1.0290000000000001,0.526,Chisinau,Moldova,47.42N,29.61E
1935-04-01,9.057,0.402,Chisinau,Moldova,47.42N,29.61E
1935-05-01,14.009,0.22,Chisinau,Moldova,47.42N,29.61E
1935-06-01,20.316,0.402,Chisinau,Moldova,47.42N,29.61E
1935-07-01,19.636,0.24,Chisinau,Moldova,47.42N,29.61E
1935-08-01,20.391,0.19399999999999998,Chisinau,Moldova,47.42N,29.61E
1935-09-01,15.994000000000002,0.258,Chisinau,Moldova,47.42N,29.61E
1935-10-01,13.435,0.45899999999999996,Chisinau,Moldova,47.42N,29.61E
1935-11-01,0.5390000000000001,0.627,Chisinau,Moldova,47.42N,29.61E
1935-12-01,1.053,0.231,Chisinau,Moldova,47.42N,29.61E
1936-01-01,2.374000000000001,0.8029999999999999,Chisinau,Moldova,47.42N,29.61E
1936-02-01,-2.568,0.309,Chisinau,Moldova,47.42N,29.61E
1936-03-01,4.891,0.35100000000000003,Chisinau,Moldova,47.42N,29.61E
1936-04-01,9.11,0.18100000000000002,Chisinau,Moldova,47.42N,29.61E
1936-05-01,16.02,0.371,Chisinau,Moldova,47.42N,29.61E
1936-06-01,19.141,0.28300000000000003,Chisinau,Moldova,47.42N,29.61E
1936-07-01,25.173000000000002,0.19899999999999998,Chisinau,Moldova,47.42N,29.61E
1936-08-01,20.295,0.5479999999999999,Chisinau,Moldova,47.42N,29.61E
1936-09-01,14.447000000000001,0.326,Chisinau,Moldova,47.42N,29.61E
1936-10-01,7.6610000000000005,0.505,Chisinau,Moldova,47.42N,29.61E
1936-11-01,4.2139999999999995,0.19399999999999998,Chisinau,Moldova,47.42N,29.61E
1936-12-01,-0.7290000000000001,0.527,Chisinau,Moldova,47.42N,29.61E
1937-01-01,-7.5520000000000005,0.588,Chisinau,Moldova,47.42N,29.61E
1937-02-01,-3.302,0.326,Chisinau,Moldova,47.42N,29.61E
1937-03-01,4.914,0.486,Chisinau,Moldova,47.42N,29.61E
1937-04-01,8.467,0.466,Chisinau,Moldova,47.42N,29.61E
1937-05-01,17.788999999999994,0.35,Chisinau,Moldova,47.42N,29.61E
1937-06-01,19.694000000000003,0.389,Chisinau,Moldova,47.42N,29.61E
1937-07-01,21.982,0.17800000000000002,Chisinau,Moldova,47.42N,29.61E
1937-08-01,20.675,0.29100000000000004,Chisinau,Moldova,47.42N,29.61E
1937-09-01,18.916,0.23399999999999999,Chisinau,Moldova,47.42N,29.61E
1937-10-01,9.376,0.191,Chisinau,Moldova,47.42N,29.61E
1937-11-01,4.586,0.29600000000000004,Chisinau,Moldova,47.42N,29.61E
1937-12-01,0.93,0.594,Chisinau,Moldova,47.42N,29.61E
1938-01-01,-4.6389999999999985,0.48,Chisinau,Moldova,47.42N,29.61E
1938-02-01,-1.4769999999999999,0.304,Chisinau,Moldova,47.42N,29.61E
1938-03-01,4.715,0.38299999999999995,Chisinau,Moldova,47.42N,29.61E
1938-04-01,8.157,0.49,Chisinau,Moldova,47.42N,29.61E
1938-05-01,14.795,0.19899999999999998,Chisinau,Moldova,47.42N,29.61E
1938-06-01,19.95,0.657,Chisinau,Moldova,47.42N,29.61E
1938-07-01,24.149,0.38799999999999996,Chisinau,Moldova,47.42N,29.61E
1938-08-01,22.756,0.255,Chisinau,Moldova,47.42N,29.61E
1938-09-01,16.508,0.213,Chisinau,Moldova,47.42N,29.61E
1938-10-01,11.53,0.237,Chisinau,Moldova,47.42N,29.61E
1938-11-01,5.955,0.23600000000000002,Chisinau,Moldova,47.42N,29.61E
1938-12-01,-4.09,0.436,Chisinau,Moldova,47.42N,29.61E
1939-01-01,-0.7309999999999994,0.494,Chisinau,Moldova,47.42N,29.61E
1939-02-01,0.4199999999999999,0.332,Chisinau,Moldova,47.42N,29.61E
1939-03-01,1.0470000000000002,0.27699999999999997,Chisinau,Moldova,47.42N,29.61E
1939-04-01,10.297,0.301,Chisinau,Moldova,47.42N,29.61E
1939-05-01,15.927,0.341,Chisinau,Moldova,47.42N,29.61E
1939-06-01,20.499000000000002,0.5329999999999999,Chisinau,Moldova,47.42N,29.61E
1939-07-01,22.666,0.33899999999999997,Chisinau,Moldova,47.42N,29.61E
1939-08-01,21.795,0.42100000000000004,Chisinau,Moldova,47.42N,29.61E
1939-09-01,15.71,0.26,Chisinau,Moldova,47.42N,29.61E
1939-10-01,8.123,0.268,Chisinau,Moldova,47.42N,29.61E
1939-11-01,3.214,0.301,Chisinau,Moldova,47.42N,29.61E
1939-12-01,-1.705,0.971,Chisinau,Moldova,47.42N,29.61E
1940-01-01,-8.774000000000001,0.456,Chisinau,Moldova,47.42N,29.61E
1940-02-01,-5.776,1.178,Chisinau,Moldova,47.42N,29.61E
1940-03-01,-1.0810000000000002,0.541,Chisinau,Moldova,47.42N,29.61E
1940-04-01,7.045,0.385,Chisinau,Moldova,47.42N,29.61E
1940-05-01,13.328,0.313,Chisinau,Moldova,47.42N,29.61E
1940-06-01,19.212,0.461,Chisinau,Moldova,47.42N,29.61E
1940-07-01,21.073,0.221,Chisinau,Moldova,47.42N,29.61E
1940-08-01,19.208,0.33299999999999996,Chisinau,Moldova,47.42N,29.61E
1940-09-01,15.445,0.29100000000000004,Chisinau,Moldova,47.42N,29.61E
1940-10-01,8.038,0.522,Chisinau,Moldova,47.42N,29.61E
1940-11-01,6.526,0.196,Chisinau,Moldova,47.42N,29.61E
1940-12-01,-4.814,0.32799999999999996,Chisinau,Moldova,47.42N,29.61E
1941-01-01,-6.954,1.192,Chisinau,Moldova,47.42N,29.61E
1941-02-01,-0.7710000000000001,0.46399999999999997,Chisinau,Moldova,47.42N,29.61E
1941-03-01,1.209,0.325,Chisinau,Moldova,47.42N,29.61E
1941-04-01,9.761,0.731,Chisinau,Moldova,47.42N,29.61E
1941-05-01,13.407,0.706,Chisinau,Moldova,47.42N,29.61E
1941-06-01,17.642,0.374,Chisinau,Moldova,47.42N,29.61E
1941-07-01,20.987,0.598,Chisinau,Moldova,47.42N,29.61E
1941-08-01,19.708,0.853,Chisinau,Moldova,47.42N,29.61E
1941-09-01,12.934000000000001,0.336,Chisinau,Moldova,47.42N,29.61E
1941-10-01,7.412999999999999,0.456,Chisinau,Moldova,47.42N,29.61E
1941-11-01,-1.246,0.6859999999999999,Chisinau,Moldova,47.42N,29.61E
1941-12-01,-3.0180000000000002,1.618,Chisinau,Moldova,47.42N,29.61E
1942-01-01,-12.685,0.698,Chisinau,Moldova,47.42N,29.61E
1942-02-01,-5.468,1.1909999999999998,Chisinau,Moldova,47.42N,29.61E
1942-03-01,-3.4789999999999996,0.792,Chisinau,Moldova,47.42N,29.61E
1942-04-01,6.412000000000001,0.604,Chisinau,Moldova,47.42N,29.61E
1942-05-01,15.089,0.551,Chisinau,Moldova,47.42N,29.61E
1942-06-01,18.29,0.508,Chisinau,Moldova,47.42N,29.61E
1942-07-01,20.651,0.6779999999999999,Chisinau,Moldova,47.42N,29.61E
1942-08-01,20.159000000000002,0.544,Chisinau,Moldova,47.42N,29.61E
1942-09-01,16.736,0.34299999999999997,Chisinau,Moldova,47.42N,29.61E
1942-10-01,10.043,0.405,Chisinau,Moldova,47.42N,29.61E
1942-11-01,0.5219999999999998,0.75,Chisinau,Moldova,47.42N,29.61E
1942-12-01,-1.8559999999999999,0.799,Chisinau,Moldova,47.42N,29.61E
1943-01-01,-7.032,0.7290000000000001,Chisinau,Moldova,47.42N,29.61E
1943-02-01,-2.516,1.153,Chisinau,Moldova,47.42N,29.61E
1943-03-01,1.712,0.94,Chisinau,Moldova,47.42N,29.61E
1943-04-01,10.124,0.252,Chisinau,Moldova,47.42N,29.61E
1943-05-01,14.021999999999998,0.648,Chisinau,Moldova,47.42N,29.61E
1943-06-01,18.671,0.494,Chisinau,Moldova,47.42N,29.61E
1943-07-01,19.695,0.321,Chisinau,Moldova,47.42N,29.61E
1943-08-01,21.647,0.48700000000000004,Chisinau,Moldova,47.42N,29.61E
1943-09-01,16.593,0.5479999999999999,Chisinau,Moldova,47.42N,29.61E
1943-10-01,10.656,0.32299999999999995,Chisinau,Moldova,47.42N,29.61E
1943-11-01,4.709,0.41700000000000004,Chisinau,Moldova,47.42N,29.61E
1943-12-01,-1.256,0.774,Chisinau,Moldova,47.42N,29.61E
1944-01-01,-2.596,1.276,Chisinau,Moldova,47.42N,29.61E
1944-02-01,-0.3000000000000003,0.608,Chisinau,Moldova,47.42N,29.61E
1944-03-01,1.855,0.925,Chisinau,Moldova,47.42N,29.61E
1944-04-01,7.7200000000000015,0.278,Chisinau,Moldova,47.42N,29.61E
1944-05-01,13.593,0.45,Chisinau,Moldova,47.42N,29.61E
1944-06-01,18.836,0.342,Chisinau,Moldova,47.42N,29.61E
1944-07-01,20.929000000000002,0.607,Chisinau,Moldova,47.42N,29.61E
1944-08-01,20.213,0.46799999999999997,Chisinau,Moldova,47.42N,29.61E
1944-09-01,16.668,0.28600000000000003,Chisinau,Moldova,47.42N,29.61E
1944-10-01,11.493,0.255,Chisinau,Moldova,47.42N,29.61E
1944-11-01,5.034,0.659,Chisinau,Moldova,47.42N,29.61E
1944-12-01,-2.543,0.276,Chisinau,Moldova,47.42N,29.61E
1945-01-01,-5.364999999999998,0.569,Chisinau,Moldova,47.42N,29.61E
1945-02-01,-4.3389999999999995,0.278,Chisinau,Moldova,47.42N,29.61E
1945-03-01,1.602,0.584,Chisinau,Moldova,47.42N,29.61E
1945-04-01,7.725,0.252,Chisinau,Moldova,47.42N,29.61E
1945-05-01,14.561,0.302,Chisinau,Moldova,47.42N,29.61E
1945-06-01,18.811,0.292,Chisinau,Moldova,47.42N,29.61E
1945-07-01,20.997,0.363,Chisinau,Moldova,47.42N,29.61E
1945-08-01,20.666,0.361,Chisinau,Moldova,47.42N,29.61E
1945-09-01,16.268,0.225,Chisinau,Moldova,47.42N,29.61E
1945-10-01,8.578,0.41700000000000004,Chisinau,Moldova,47.42N,29.61E
1945-11-01,2.677,0.341,Chisinau,Moldova,47.42N,29.61E
1945-12-01,-2.758,0.544,Chisinau,Moldova,47.42N,29.61E
1946-01-01,-4.909,0.674,Chisinau,Moldova,47.42N,29.61E
1946-02-01,-1.99,0.242,Chisinau,Moldova,47.42N,29.61E
1946-03-01,2.6,0.449,Chisinau,Moldova,47.42N,29.61E
1946-04-01,10.493,0.33,Chisinau,Moldova,47.42N,29.61E
1946-05-01,17.442,0.18899999999999997,Chisinau,Moldova,47.42N,29.61E
1946-06-01,21.855999999999998,0.29600000000000004,Chisinau,Moldova,47.42N,29.61E
1946-07-01,22.31,0.451,Chisinau,Moldova,47.42N,29.61E
1946-08-01,23.682,0.374,Chisinau,Moldova,47.42N,29.61E
1946-09-01,17.787,0.255,Chisinau,Moldova,47.42N,29.61E
1946-10-01,5.426,0.23199999999999998,Chisinau,Moldova,47.42N,29.61E
1946-11-01,2.582,0.33,Chisinau,Moldova,47.42N,29.61E
1946-12-01,-4.657,0.35100000000000003,Chisinau,Moldova,47.42N,29.61E
1947-01-01,-10.159,0.503,Chisinau,Moldova,47.42N,29.61E
1947-02-01,-4.666,0.289,Chisinau,Moldova,47.42N,29.61E
1947-03-01,3.866,0.36700000000000005,Chisinau,Moldova,47.42N,29.61E
1947-04-01,10.924,0.20800000000000002,Chisinau,Moldova,47.42N,29.61E
1947-05-01,15.764000000000001,0.24100000000000002,Chisinau,Moldova,47.42N,29.61E
1947-06-01,20.269000000000002,0.493,Chisinau,Moldova,47.42N,29.61E
1947-07-01,22.184,0.319,Chisinau,Moldova,47.42N,29.61E
1947-08-01,19.479,0.21899999999999997,Chisinau,Moldova,47.42N,29.61E
1947-09-01,16.143,0.314,Chisinau,Moldova,47.42N,29.61E
1947-10-01,5.775,0.27399999999999997,Chisinau,Moldova,47.42N,29.61E
1947-11-01,3.557,0.302,Chisinau,Moldova,47.42N,29.61E
1947-12-01,0.8429999999999999,0.25,Chisinau,Moldova,47.42N,29.61E
1948-01-01,1.479,0.34,Chisinau,Moldova,47.42N,29.61E
1948-02-01,-2.7710000000000004,0.44799999999999995,Chisinau,Moldova,47.42N,29.61E
1948-03-01,0.5469999999999999,0.441,Chisinau,Moldova,47.42N,29.61E
1948-04-01,10.345999999999998,0.368,Chisinau,Moldova,47.42N,29.61E
1948-05-01,16.564,0.415,Chisinau,Moldova,47.42N,29.61E
1948-06-01,19.392,0.447,Chisinau,Moldova,47.42N,29.61E
1948-07-01,19.736,0.355,Chisinau,Moldova,47.42N,29.61E
1948-08-01,20.787,0.44799999999999995,Chisinau,Moldova,47.42N,29.61E
1948-09-01,14.922,0.45299999999999996,Chisinau,Moldova,47.42N,29.61E
1948-10-01,9.947000000000001,0.158,Chisinau,Moldova,47.42N,29.61E
1948-11-01,2.103,0.172,Chisinau,Moldova,47.42N,29.61E
1948-12-01,-5.874,0.16399999999999998,Chisinau,Moldova,47.42N,29.61E
1949-01-01,-0.9059999999999996,0.66,Chisinau,Moldova,47.42N,29.61E
1949-02-01,-2.032,0.875,Chisinau,Moldova,47.42N,29.61E
1949-03-01,0.941,0.594,Chisinau,Moldova,47.42N,29.61E
1949-04-01,8.039000000000001,0.23,Chisinau,Moldova,47.42N,29.61E
1949-05-01,17.442,0.445,Chisinau,Moldova,47.42N,29.61E
1949-06-01,16.995,0.384,Chisinau,Moldova,47.42N,29.61E
1949-07-01,20.326,0.41100000000000003,Chisinau,Moldova,47.42N,29.61E
1949-08-01,19.139,0.385,Chisinau,Moldova,47.42N,29.61E
1949-09-01,15.453,0.124,Chisinau,Moldova,47.42N,29.61E
1949-10-01,7.870999999999999,0.326,Chisinau,Moldova,47.42N,29.61E
1949-11-01,6.2330000000000005,0.201,Chisinau,Moldova,47.42N,29.61E
1949-12-01,2.073,0.382,Chisinau,Moldova,47.42N,29.61E
1950-01-01,-9.94,0.425,Chisinau,Moldova,47.42N,29.61E
1950-02-01,-0.5820000000000003,0.45799999999999996,Chisinau,Moldova,47.42N,29.61E
1950-03-01,2.757,0.17600000000000002,Chisinau,Moldova,47.42N,29.61E
1950-04-01,12.57,0.503,Chisinau,Moldova,47.42N,29.61E
1950-05-01,16.939,0.235,Chisinau,Moldova,47.42N,29.61E
1950-06-01,18.641,0.225,Chisinau,Moldova,47.42N,29.61E
1950-07-01,21.222,0.405,Chisinau,Moldova,47.42N,29.61E
1950-08-01,19.491,0.28300000000000003,Chisinau,Moldova,47.42N,29.61E
1950-09-01,16.923,0.359,Chisinau,Moldova,47.42N,29.61E
1950-10-01,8.29,0.276,Chisinau,Moldova,47.42N,29.61E
1950-11-01,4.462,0.297,Chisinau,Moldova,47.42N,29.61E
1950-12-01,2.023,0.19,Chisinau,Moldova,47.42N,29.61E
1951-01-01,-3.294,0.47600000000000003,Chisinau,Moldova,47.42N,29.61E
1951-02-01,-2.943,0.203,Chisinau,Moldova,47.42N,29.61E
1951-03-01,3.494,0.381,Chisinau,Moldova,47.42N,29.61E
1951-04-01,11.753,0.23199999999999998,Chisinau,Moldova,47.42N,29.61E
1951-05-01,15.943,0.271,Chisinau,Moldova,47.42N,29.61E
1951-06-01,20.394000000000002,0.44799999999999995,Chisinau,Moldova,47.42N,29.61E
1951-07-01,22.145,0.315,Chisinau,Moldova,47.42N,29.61E
1951-08-01,22.638,0.47100000000000003,Chisinau,Moldova,47.42N,29.61E
1951-09-01,17.000999999999998,0.38799999999999996,Chisinau,Moldova,47.42N,29.61E
1951-10-01,5.832000000000001,0.324,Chisinau,Moldova,47.42N,29.61E
1951-11-01,5.265,0.354,Chisinau,Moldova,47.42N,29.61E
1951-12-01,0.02199999999999991,0.34,Chisinau,Moldova,47.42N,29.61E
1952-01-01,0.2110000000000003,0.402,Chisinau,Moldova,47.42N,29.61E
1952-02-01,-1.144,0.308,Chisinau,Moldova,47.42N,29.61E
1952-03-01,-3.0859999999999994,0.63,Chisinau,Moldova,47.42N,29.61E
1952-04-01,10.079,0.23199999999999998,Chisinau,Moldova,47.42N,29.61E
1952-05-01,13.531,0.171,Chisinau,Moldova,47.42N,29.61E
1952-06-01,17.962,0.406,Chisinau,Moldova,47.42N,29.61E
1952-07-01,20.842,0.267,Chisinau,Moldova,47.42N,29.61E
1952-08-01,22.124000000000002,0.442,Chisinau,Moldova,47.42N,29.61E
1952-09-01,17.45,0.294,Chisinau,Moldova,47.42N,29.61E
1952-10-01,11.309000000000001,0.204,Chisinau,Moldova,47.42N,29.61E
1952-11-01,3.944,0.198,Chisinau,Moldova,47.42N,29.61E
1952-12-01,-1.048,0.27399999999999997,Chisinau,Moldova,47.42N,29.61E
1953-01-01,-3.419,0.425,Chisinau,Moldova,47.42N,29.61E
1953-02-01,-3.8569999999999998,0.37200000000000005,Chisinau,Moldova,47.42N,29.61E
1953-03-01,1.4,0.28800000000000003,Chisinau,Moldova,47.42N,29.61E
1953-04-01,8.452,0.23,Chisinau,Moldova,47.42N,29.61E
1953-05-01,14.124,0.275,Chisinau,Moldova,47.42N,29.61E
1953-06-01,21.103,0.23600000000000002,Chisinau,Moldova,47.42N,29.61E
1953-07-01,22.476,0.315,Chisinau,Moldova,47.42N,29.61E
1953-08-01,21.259,0.209,Chisinau,Moldova,47.42N,29.61E
1953-09-01,15.747,0.23199999999999998,Chisinau,Moldova,47.42N,29.61E
1953-10-01,9.459,0.341,Chisinau,Moldova,47.42N,29.61E
1953-11-01,-0.8580000000000001,0.406,Chisinau,Moldova,47.42N,29.61E
1953-12-01,-3.283,0.231,Chisinau,Moldova,47.42N,29.61E
1954-01-01,-11.475,0.414,Chisinau,Moldova,47.42N,29.61E
1954-02-01,-12.592,0.447,Chisinau,Moldova,47.42N,29.61E
1954-03-01,1.744,0.578,Chisinau,Moldova,47.42N,29.61E
1954-04-01,6.599,0.263,Chisinau,Moldova,47.42N,29.61E
1954-05-01,16.035,0.203,Chisinau,Moldova,47.42N,29.61E
1954-06-01,22.223000000000003,0.45299999999999996,Chisinau,Moldova,47.42N,29.61E
1954-07-01,21.749000000000002,0.201,Chisinau,Moldova,47.42N,29.61E
1954-08-01,22.215999999999998,0.19899999999999998,Chisinau,Moldova,47.42N,29.61E
1954-09-01,18.202,0.32,Chisinau,Moldova,47.42N,29.61E
1954-10-01,9.912,0.212,Chisinau,Moldova,47.42N,29.61E
1954-11-01,4.008,0.221,Chisinau,Moldova,47.42N,29.61E
1954-12-01,-0.3200000000000001,0.276,Chisinau,Moldova,47.42N,29.61E
1955-01-01,-1.3889999999999998,0.327,Chisinau,Moldova,47.42N,29.61E
1955-02-01,-0.9620000000000002,0.387,Chisinau,Moldova,47.42N,29.61E
1955-03-01,1.146,0.294,Chisinau,Moldova,47.42N,29.61E
1955-04-01,5.561,0.309,Chisinau,Moldova,47.42N,29.61E
1955-05-01,14.521999999999998,0.264,Chisinau,Moldova,47.42N,29.61E
1955-06-01,17.785999999999998,0.353,Chisinau,Moldova,47.42N,29.61E
1955-07-01,21.168000000000003,0.243,Chisinau,Moldova,47.42N,29.61E
1955-08-01,20.046,0.251,Chisinau,Moldova,47.42N,29.61E
1955-09-01,17.067999999999998,0.16,Chisinau,Moldova,47.42N,29.61E
1955-10-01,12.136,0.23399999999999999,Chisinau,Moldova,47.42N,29.61E
1955-11-01,1.3880000000000001,0.26,Chisinau,Moldova,47.42N,29.61E
1955-12-01,-0.262,0.23600000000000002,Chisinau,Moldova,47.42N,29.61E
1956-01-01,-1.943,0.44299999999999995,Chisinau,Moldova,47.42N,29.61E
1956-02-01,-9.902000000000001,0.615,Chisinau,Moldova,47.42N,29.61E
1956-03-01,-1.784,0.384,Chisinau,Moldova,47.42N,29.61E
1956-04-01,8.642999999999999,0.415,Chisinau,Moldova,47.42N,29.61E
1956-05-01,14.226,0.195,Chisinau,Moldova,47.42N,29.61E
1956-06-01,19.585,0.131,Chisinau,Moldova,47.42N,29.61E
1956-07-01,19.886,0.449,Chisinau,Moldova,47.42N,29.61E
1956-08-01,20.912,0.21,Chisinau,Moldova,47.42N,29.61E
1956-09-01,13.98,0.341,Chisinau,Moldova,47.42N,29.61E
1956-10-01,9.763,0.243,Chisinau,Moldova,47.42N,29.61E
1956-11-01,-0.8430000000000004,0.486,Chisinau,Moldova,47.42N,29.61E
1956-12-01,-1.501,0.431,Chisinau,Moldova,47.42N,29.61E
1957-01-01,-3.4279999999999995,0.318,Chisinau,Moldova,47.42N,29.61E
1957-02-01,1.6139999999999994,0.5,Chisinau,Moldova,47.42N,29.61E
1957-03-01,1.4,0.313,Chisinau,Moldova,47.42N,29.61E
1957-04-01,9.692,0.581,Chisinau,Moldova,47.42N,29.61E
1957-05-01,14.609000000000002,0.21600000000000003,Chisinau,Moldova,47.42N,29.61E
1957-06-01,20.277,0.516,Chisinau,Moldova,47.42N,29.61E
1957-07-01,22.331,0.47100000000000003,Chisinau,Moldova,47.42N,29.61E
1957-08-01,21.351999999999997,0.898,Chisinau,Moldova,47.42N,29.61E
1957-09-01,16.544999999999998,0.522,Chisinau,Moldova,47.42N,29.61E
1957-10-01,8.86,0.54,Chisinau,Moldova,47.42N,29.61E
1957-11-01,4.551,0.22699999999999998,Chisinau,Moldova,47.42N,29.61E
1957-12-01,-3.023,0.146,Chisinau,Moldova,47.42N,29.61E
1958-01-01,-2.486,0.46399999999999997,Chisinau,Moldova,47.42N,29.61E
1958-02-01,1.6379999999999997,0.39399999999999996,Chisinau,Moldova,47.42N,29.61E
1958-03-01,1.091,0.272,Chisinau,Moldova,47.42N,29.61E
1958-04-01,7.0790000000000015,0.391,Chisinau,Moldova,47.42N,29.61E
1958-05-01,18.578,0.68,Chisinau,Moldova,47.42N,29.61E
1958-06-01,17.678,0.33399999999999996,Chisinau,Moldova,47.42N,29.61E
1958-07-01,20.893,0.345,Chisinau,Moldova,47.42N,29.61E
1958-08-01,20.503,0.21899999999999997,Chisinau,Moldova,47.42N,29.61E
1958-09-01,14.052,0.271,Chisinau,Moldova,47.42N,29.61E
1958-10-01,9.067,0.293,Chisinau,Moldova,47.42N,29.61E
1958-11-01,2.947,0.271,Chisinau,Moldova,47.42N,29.61E
1958-12-01,1.52,0.261,Chisinau,Moldova,47.42N,29.61E
1959-01-01,-1.2619999999999996,0.58,Chisinau,Moldova,47.42N,29.61E
1959-02-01,-2.3040000000000003,0.45799999999999996,Chisinau,Moldova,47.42N,29.61E
1959-03-01,3.156,0.359,Chisinau,Moldova,47.42N,29.61E
1959-04-01,8.674000000000001,0.47700000000000004,Chisinau,Moldova,47.42N,29.61E
1959-05-01,14.458,0.21100000000000002,Chisinau,Moldova,47.42N,29.61E
1959-06-01,18.827,0.192,Chisinau,Moldova,47.42N,29.61E
1959-07-01,24.087,0.34,Chisinau,Moldova,47.42N,29.61E
1959-08-01,20.719,0.16399999999999998,Chisinau,Moldova,47.42N,29.61E
1959-09-01,12.927,0.282,Chisinau,Moldova,47.42N,29.61E
1959-10-01,7.097,0.255,Chisinau,Moldova,47.42N,29.61E
1959-11-01,2.3120000000000003,0.332,Chisinau,Moldova,47.42N,29.61E
1959-12-01,-2.0,0.535,Chisinau,Moldova,47.42N,29.61E
1960-01-01,-2.269,0.429,Chisinau,Moldova,47.42N,29.61E
1960-02-01,-2.7319999999999998,0.424,Chisinau,Moldova,47.42N,29.61E
1960-03-01,0.24600000000000002,0.183,Chisinau,Moldova,47.42N,29.61E
1960-04-01,8.793000000000001,0.303,Chisinau,Moldova,47.42N,29.61E
1960-05-01,14.704,0.251,Chisinau,Moldova,47.42N,29.61E
1960-06-01,19.792,0.38299999999999995,Chisinau,Moldova,47.42N,29.61E
1960-07-01,21.615,0.266,Chisinau,Moldova,47.42N,29.61E
1960-08-01,19.804,0.19899999999999998,Chisinau,Moldova,47.42N,29.61E
1960-09-01,13.783,0.258,Chisinau,Moldova,47.42N,29.61E
1960-10-01,12.392999999999999,0.278,Chisinau,Moldova,47.42N,29.61E
1960-11-01,7.103,0.215,Chisinau,Moldova,47.42N,29.61E
1960-12-01,4.578,0.172,Chisinau,Moldova,47.42N,29.61E
1961-01-01,-3.899,0.502,Chisinau,Moldova,47.42N,29.61E
1961-02-01,-0.957,0.32,Chisinau,Moldova,47.42N,29.61E
1961-03-01,5.291,0.38,Chisinau,Moldova,47.42N,29.61E
1961-04-01,11.436,0.42,Chisinau,Moldova,47.42N,29.61E
