09,1.964,Lleida,Spain,40.99N,0.00W
1784-08-01,24.079,6.472,Lleida,Spain,40.99N,0.00W
1784-09-01,21.049,4.651,Lleida,Spain,40.99N,0.00W
1784-10-01,12.483,4.198,Lleida,Spain,40.99N,0.00W
1784-11-01,9.163,2.582,Lleida,Spain,40.99N,0.00W
1784-12-01,4.073,2.9960000000000004,Lleida,Spain,40.99N,0.00W
1785-01-01,5.9830000000000005,3.8989999999999996,Lleida,Spain,40.99N,0.00W
1785-02-01,5.605,5.234,Lleida,Spain,40.99N,0.00W
1785-03-01,6.4849999999999985,2.8360000000000003,Lleida,Spain,40.99N,0.00W
1785-04-01,11.630999999999998,2.5340000000000003,Lleida,Spain,40.99N,0.00W
1785-05-01,17.335,4.19,Lleida,Spain,40.99N,0.00W
1785-06-01,22.273000000000003,4.063,Lleida,Spain,40.99N,0.00W
1785-07-01,24.08,3.937,Lleida,Spain,40.99N,0.00W
1785-08-01,23.43,3.843,Lleida,Spain,40.99N,0.00W
1785-09-01,21.226999999999997,2.1319999999999997,Lleida,Spain,40.99N,0.00W
1785-10-01,13.743,3.037,Lleida,Spain,40.99N,0.00W
1785-11-01,9.845,4.266,Lleida,Spain,40.99N,0.00W
1785-12-01,6.58,2.255,Lleida,Spain,40.99N,0.00W
1786-01-01,5.478,2.477,Lleida,Spain,40.99N,0.00W
1786-02-01,8.294,2.083,Lleida,Spain,40.99N,0.00W
1786-03-01,9.974,4.74,Lleida,Spain,40.99N,0.00W
1786-04-01,13.804,3.6430000000000002,Lleida,Spain,40.99N,0.00W
1786-05-01,17.788999999999994,3.755,Lleida,Spain,40.99N,0.00W
1786-06-01,21.876,1.839,Lleida,Spain,40.99N,0.00W
1786-07-01,24.046999999999997,4.242,Lleida,Spain,40.99N,0.00W
1786-08-01,23.586,6.9,Lleida,Spain,40.99N,0.00W
1786-09-01,20.754,7.234,Lleida,Spain,40.99N,0.00W
1786-10-01,12.815,2.002,Lleida,Spain,40.99N,0.00W
1786-11-01,9.212,5.3839999999999995,Lleida,Spain,40.99N,0.00W
1786-12-01,5.085,2.89,Lleida,Spain,40.99N,0.00W
1787-01-01,5.945,4.071000000000001,Lleida,Spain,40.99N,0.00W
1787-02-01,8.238999999999999,2.8160000000000003,Lleida,Spain,40.99N,0.00W
1787-03-01,11.46,3.763,Lleida,Spain,40.99N,0.00W
1787-04-01,12.713,2.5869999999999997,Lleida,Spain,40.99N,0.00W
1787-05-01,15.646999999999998,4.906000000000001,Lleida,Spain,40.99N,0.00W
1787-06-01,21.675,3.842,Lleida,Spain,40.99N,0.00W
1787-07-01,23.022,5.702999999999999,Lleida,Spain,40.99N,0.00W
1787-08-01,24.256,4.792,Lleida,Spain,40.99N,0.00W
1787-09-01,19.715,3.009,Lleida,Spain,40.99N,0.00W
1787-10-01,14.668,6.852,Lleida,Spain,40.99N,0.00W
1787-11-01,10.23,1.709,Lleida,Spain,40.99N,0.00W
1787-12-01,7.404,3.509,Lleida,Spain,40.99N,0.00W
1788-01-01,6.166,2.2969999999999997,Lleida,Spain,40.99N,0.00W
1788-02-01,9.622,5.785,Lleida,Spain,40.99N,0.00W
1788-03-01,12.111,3.557,Lleida,Spain,40.99N,0.00W
1788-04-01,13.917000000000002,3.627,Lleida,Spain,40.99N,0.00W
1788-05-01,17.752,2.522,Lleida,Spain,40.99N,0.00W
1788-06-01,22.205,2.6430000000000002,Lleida,Spain,40.99N,0.00W
1788-07-01,25.81,4.051,Lleida,Spain,40.99N,0.00W
1788-08-01,23.695,1.952,Lleida,Spain,40.99N,0.00W
1788-09-01,20.41,1.79,Lleida,Spain,40.99N,0.00W
1788-10-01,14.86,2.7539999999999996,Lleida,Spain,40.99N,0.00W
1788-11-01,8.687999999999999,2.839,Lleida,Spain,40.99N,0.00W
1788-12-01,4.9910000000000005,4.4430000000000005,Lleida,Spain,40.99N,0.00W
1789-01-01,5.792999999999999,5.598,Lleida,Spain,40.99N,0.00W
1789-02-01,8.497,4.061,Lleida,Spain,40.99N,0.00W
1789-03-01,8.739999999999998,4.776,Lleida,Spain,40.99N,0.00W
1789-04-01,13.011,2.521,Lleida,Spain,40.99N,0.00W
1789-05-01,18.202,3.612,Lleida,Spain,40.99N,0.00W
1789-06-01,19.53,1.456,Lleida,Spain,40.99N,0.00W
1789-07-01,22.927,1.736,Lleida,Spain,40.99N,0.00W
1789-08-01,23.107,1.2570000000000001,Lleida,Spain,40.99N,0.00W
1789-09-01,19.36,1.629,Lleida,Spain,40.99N,0.00W
1789-10-01,13.546,3.227,Lleida,Spain,40.99N,0.00W
1789-11-01,7.627999999999999,1.686,Lleida,Spain,40.99N,0.00W
1789-12-01,5.138999999999999,2.162,Lleida,Spain,40.99N,0.00W
1790-01-01,5.8100000000000005,4.728,Lleida,Spain,40.99N,0.00W
1790-02-01,8.412,5.209,Lleida,Spain,40.99N,0.00W
1790-03-01,10.579,1.902,Lleida,Spain,40.99N,0.00W
1790-04-01,11.722999999999999,2.6839999999999997,Lleida,Spain,40.99N,0.00W
1790-05-01,16.784000000000002,1.445,Lleida,Spain,40.99N,0.00W
1790-06-01,21.723000000000003,2.311,Lleida,Spain,40.99N,0.00W
1790-07-01,23.51,2.147,Lleida,Spain,40.99N,0.00W
1790-08-01,24.58,1.909,Lleida,Spain,40.99N,0.00W
1790-09-01,19.932000000000002,2.4730000000000003,Lleida,Spain,40.99N,0.00W
1790-10-01,16.381999999999998,2.546,Lleida,Spain,40.99N,0.00W
1790-11-01,10.273,1.526,Lleida,Spain,40.99N,0.00W
1790-12-01,6.4990000000000006,9.036,Lleida,Spain,40.99N,0.00W
1791-01-01,7.571000000000001,7.579,Lleida,Spain,40.99N,0.00W
1791-02-01,7.585,1.505,Lleida,Spain,40.99N,0.00W
1791-03-01,10.757,3.67,Lleida,Spain,40.99N,0.00W
1791-04-01,14.609000000000002,2.56,Lleida,Spain,40.99N,0.00W
1791-05-01,16.113,2.239,Lleida,Spain,40.99N,0.00W
1791-06-01,20.429000000000002,1.811,Lleida,Spain,40.99N,0.00W
1791-07-01,23.526999999999997,2.011,Lleida,Spain,40.99N,0.00W
1791-08-01,24.741,1.079,Lleida,Spain,40.99N,0.00W
1791-09-01,20.83,2.1719999999999997,Lleida,Spain,40.99N,0.00W
1791-10-01,14.545,0.9690000000000001,Lleida,Spain,40.99N,0.00W
1791-11-01,9.467,2.346,Lleida,Spain,40.99N,0.00W
1791-12-01,6.452999999999999,2.289,Lleida,Spain,40.99N,0.00W
1792-01-01,6.62,4.9,Lleida,Spain,40.99N,0.00W
1792-02-01,8.282,3.5039999999999996,Lleida,Spain,40.99N,0.00W
1792-03-01,11.121,2.02,Lleida,Spain,40.99N,0.00W
1792-04-01,14.113,2.2880000000000003,Lleida,Spain,40.99N,0.00W
1792-05-01,16.878,1.6130000000000002,Lleida,Spain,40.99N,0.00W
1792-06-01,21.213,1.43,Lleida,Spain,40.99N,0.00W
1792-07-01,23.425,2.177,Lleida,Spain,40.99N,0.00W
1792-08-01,22.991,1.9809999999999999,Lleida,Spain,40.99N,0.00W
1792-09-01,19.31,3.236,Lleida,Spain,40.99N,0.00W
1792-10-01,15.505,2.0340000000000003,Lleida,Spain,40.99N,0.00W
1792-11-01,9.625,2.863,Lleida,Spain,40.99N,0.00W
1792-12-01,6.067,3.065,Lleida,Spain,40.99N,0.00W
1793-01-01,3.82,4.013,Lleida,Spain,40.99N,0.00W
1793-02-01,8.207,4.732,Lleida,Spain,40.99N,0.00W
1793-03-01,10.336,3.925,Lleida,Spain,40.99N,0.00W
1793-04-01,11.662,2.909,Lleida,Spain,40.99N,0.00W
1793-05-01,16.11,1.953,Lleida,Spain,40.99N,0.00W
1793-06-01,20.372,3.123,Lleida,Spain,40.99N,0.00W
1793-07-01,25.476999999999997,5.124,Lleida,Spain,40.99N,0.00W
1793-08-01,24.576,4.763999999999999,Lleida,Spain,40.99N,0.00W
1793-09-01,20.525,2.323,Lleida,Spain,40.99N,0.00W
1793-10-01,15.241,3.468,Lleida,Spain,40.99N,0.00W
1793-11-01,10.239,5.181,Lleida,Spain,40.99N,0.00W
1793-12-01,8.008,1.334,Lleida,Spain,40.99N,0.00W
1794-01-01,6.155,4.24,Lleida,Spain,40.99N,0.00W
1794-02-01,9.521,6.83,Lleida,Spain,40.99N,0.00W
1794-03-01,11.531,1.8940000000000001,Lleida,Spain,40.99N,0.00W
1794-04-01,14.612,2.052,Lleida,Spain,40.99N,0.00W
1794-05-01,16.218,2.187,Lleida,Spain,40.99N,0.00W
1794-06-01,19.746,3.245,Lleida,Spain,40.99N,0.00W
1794-07-01,24.373,4.696000000000001,Lleida,Spain,40.99N,0.00W
1794-08-01,23.057,1.87,Lleida,Spain,40.99N,0.00W
1794-09-01,18.956,2.793,Lleida,Spain,40.99N,0.00W
1794-10-01,14.725,2.298,Lleida,Spain,40.99N,0.00W
1794-11-01,10.777999999999999,2.807,Lleida,Spain,40.99N,0.00W
1794-12-01,5.35,2.582,Lleida,Spain,40.99N,0.00W
1795-01-01,3.8739999999999997,4.0,Lleida,Spain,40.99N,0.00W
1795-02-01,7.648,6.593999999999999,Lleida,Spain,40.99N,0.00W
1795-03-01,10.567,2.09,Lleida,Spain,40.99N,0.00W
1795-04-01,13.475999999999999,2.897,Lleida,Spain,40.99N,0.00W
1795-05-01,18.225,4.1160000000000005,Lleida,Spain,40.99N,0.00W
1795-06-01,20.569000000000003,2.571,Lleida,Spain,40.99N,0.00W
1795-07-01,23.178,3.645,Lleida,Spain,40.99N,0.00W
1795-08-01,24.239,2.4019999999999997,Lleida,Spain,40.99N,0.00W
1795-09-01,20.529,4.081,Lleida,Spain,40.99N,0.00W
1795-10-01,15.718,3.234,Lleida,Spain,40.99N,0.00W
1795-11-01,8.974,2.98,Lleida,Spain,40.99N,0.00W
1795-12-01,7.125,2.824,Lleida,Spain,40.99N,0.00W
1796-01-01,6.69,3.487,Lleida,Spain,40.99N,0.00W
1796-02-01,7.928,1.791,Lleida,Spain,40.99N,0.00W
1796-03-01,8.703,2.592,Lleida,Spain,40.99N,0.00W
1796-04-01,12.923,1.71,Lleida,Spain,40.99N,0.00W
1796-05-01,16.637999999999998,1.7619999999999998,Lleida,Spain,40.99N,0.00W
1796-06-01,21.101,3.5610000000000004,Lleida,Spain,40.99N,0.00W
1796-07-01,23.388,2.738,Lleida,Spain,40.99N,0.00W
1796-08-01,24.423000000000002,4.055,Lleida,Spain,40.99N,0.00W
1796-09-01,21.239,4.124,Lleida,Spain,40.99N,0.00W
1796-10-01,15.143999999999998,1.757,Lleida,Spain,40.99N,0.00W
1796-11-01,10.322000000000001,2.9139999999999997,Lleida,Spain,40.99N,0.00W
1796-12-01,4.423,3.783,Lleida,Spain,40.99N,0.00W
1797-01-01,6.7010000000000005,7.412000000000001,Lleida,Spain,40.99N,0.00W
1797-02-01,7.775,3.015,Lleida,Spain,40.99N,0.00W
1797-03-01,9.088,2.878,Lleida,Spain,40.99N,0.00W
1797-04-01,12.54,3.239,Lleida,Spain,40.99N,0.00W
1797-05-01,17.005,2.396,Lleida,Spain,40.99N,0.00W
1797-06-01,19.781,2.949,Lleida,Spain,40.99N,0.00W
1797-07-01,24.346,2.278,Lleida,Spain,40.99N,0.00W
1797-08-01,24.146,2.543,Lleida,Spain,40.99N,0.00W
1797-09-01,19.964000000000002,3.736,Lleida,Spain,40.99N,0.00W
1797-10-01,14.16,2.335,Lleida,Spain,40.99N,0.00W
1797-11-01,9.279,2.7880000000000003,Lleida,Spain,40.99N,0.00W
1797-12-01,6.989,3.3139999999999996,Lleida,Spain,40.99N,0.00W
1798-01-01,6.606,2.075,Lleida,Spain,40.99N,0.00W
1798-02-01,7.289,2.2969999999999997,Lleida,Spain,40.99N,0.00W
1798-03-01,10.318,1.9580000000000002,Lleida,Spain,40.99N,0.00W
1798-04-01,13.234000000000002,1.6780000000000002,Lleida,Spain,40.99N,0.00W
1798-05-01,16.964000000000002,3.78,Lleida,Spain,40.99N,0.00W
1798-06-01,20.818,2.3209999999999997,Lleida,Spain,40.99N,0.00W
1798-07-01,24.226999999999997,2.878,Lleida,Spain,40.99N,0.00W
1798-08-01,24.35,4.703,Lleida,Spain,40.99N,0.00W
1798-09-01,19.81,3.091,Lleida,Spain,40.99N,0.00W
1798-10-01,14.366,2.715,Lleida,Spain,40.99N,0.00W
1798-11-01,10.39,3.237,Lleida,Spain,40.99N,0.00W
1798-12-01,6.188,2.461,Lleida,Spain,40.99N,0.00W
1799-01-01,4.377,2.504,Lleida,Spain,40.99N,0.00W
1799-02-01,9.67,2.917,Lleida,Spain,40.99N,0.00W
1799-03-01,10.434000000000001,3.127,Lleida,Spain,40.99N,0.00W
1799-04-01,11.27,3.472,Lleida,Spain,40.99N,0.00W
1799-05-01,15.547,1.381,Lleida,Spain,40.99N,0.00W
1799-06-01,20.166,3.0269999999999997,Lleida,Spain,40.99N,0.00W
1799-07-01,23.586,3.08,Lleida,Spain,40.99N,0.00W
1799-08-01,23.303,1.393,Lleida,Spain,40.99N,0.00W
1799-09-01,20.594,3.147,Lleida,Spain,40.99N,0.00W
1799-10-01,15.159,2.512,Lleida,Spain,40.99N,0.00W
1799-11-01,8.751,2.597,Lleida,Spain,40.99N,0.00W
1799-12-01,5.17,2.125,Lleida,Spain,40.99N,0.00W
1800-01-01,7.882999999999999,2.048,Lleida,Spain,40.99N,0.00W
1800-02-01,8.562999999999999,4.672,Lleida,Spain,40.99N,0.00W
1800-03-01,9.694,3.688,Lleida,Spain,40.99N,0.00W
1800-04-01,14.362,1.952,Lleida,Spain,40.99N,0.00W
1800-05-01,17.596999999999994,1.54,Lleida,Spain,40.99N,0.00W
1800-06-01,20.394000000000002,1.7209999999999999,Lleida,Spain,40.99N,0.00W
1800-07-01,25.143,0.77,Lleida,Spain,40.99N,0.00W
1800-08-01,24.3,2.177,Lleida,Spain,40.99N,0.00W
1800-09-01,20.197,2.542,Lleida,Spain,40.99N,0.00W
1800-10-01,15.049000000000001,2.097,Lleida,Spain,40.99N,0.00W
1800-11-01,10.505999999999998,1.67,Lleida,Spain,40.99N,0.00W
1800-12-01,6.222,2.609,Lleida,Spain,40.99N,0.00W
1801-01-01,7.165,1.3019999999999998,Lleida,Spain,40.99N,0.00W
1801-02-01,8.57,1.042,Lleida,Spain,40.99N,0.00W
1801-03-01,11.987,1.556,Lleida,Spain,40.99N,0.00W
1801-04-01,13.138,2.03,Lleida,Spain,40.99N,0.00W
1801-05-01,16.832,2.27,Lleida,Spain,40.99N,0.00W
1801-06-01,20.8,2.032,Lleida,Spain,40.99N,0.00W
1801-07-01,23.611,2.8960000000000004,Lleida,Spain,40.99N,0.00W
1801-08-01,23.314,1.954,Lleida,Spain,40.99N,0.00W
1801-09-01,20.065,1.781,Lleida,Spain,40.99N,0.00W
1801-10-01,14.875,1.615,Lleida,Spain,40.99N,0.00W
1801-11-01,10.176,1.8419999999999999,Lleida,Spain,40.99N,0.00W
1801-12-01,7.236000000000001,3.7510000000000003,Lleida,Spain,40.99N,0.00W
1802-01-01,4.598,2.471,Lleida,Spain,40.99N,0.00W
1802-02-01,7.6739999999999995,2.066,Lleida,Spain,40.99N,0.00W
1802-03-01,10.656,2.408,Lleida,Spain,40.99N,0.00W
1802-04-01,13.117,1.9609999999999999,Lleida,Spain,40.99N,0.00W
1802-05-01,16.892,2.315,Lleida,Spain,40.99N,0.00W
1802-06-01,22.926,1.9040000000000001,Lleida,Spain,40.99N,0.00W
1802-07-01,23.658,1.8630000000000002,Lleida,Spain,40.99N,0.00W
1802-08-01,25.534000000000002,1.633,Lleida,Spain,40.99N,0.00W
1802-09-01,21.26,2.938,Lleida,Spain,40.99N,0.00W
1802-10-01,16.217,3.094,Lleida,Spain,40.99N,0.00W
1802-11-01,10.579,2.5860000000000003,Lleida,Spain,40.99N,0.00W
1802-12-01,7.105,2.495,Lleida,Spain,40.99N,0.00W
1803-01-01,6.687,3.813,Lleida,Spain,40.99N,0.00W
1803-02-01,4.365,2.762,Lleida,Spain,40.99N,0.00W
1803-03-01,9.928999999999998,2.4419999999999997,Lleida,Spain,40.99N,0.00W
1803-04-01,14.437999999999999,2.2030000000000003,Lleida,Spain,40.99N,0.00W
1803-05-01,16.165,1.786,Lleida,Spain,40.99N,0.00W
1803-06-01,21.796,1.7919999999999998,Lleida,Spain,40.99N,0.00W
1803-07-01,24.843000000000004,1.811,Lleida,Spain,40.99N,0.00W
1803-08-01,25.175,2.142,Lleida,Spain,40.99N,0.00W
1803-09-01,19.991,1.557,Lleida,Spain,40.99N,0.00W
1803-10-01,14.422,2.6639999999999997,Lleida,Spain,40.99N,0.00W
1803-11-01,10.537,2.505,Lleida,Spain,40.99N,0.00W
1803-12-01,7.211,3.176,Lleida,Spain,40.99N,0.00W
1804-01-01,8.743,4.423,Lleida,Spain,40.99N,0.00W
1804-02-01,6.136,2.614,Lleida,Spain,40.99N,0.00W
1804-03-01,10.176,3.207,Lleida,Spain,40.99N,0.00W
1804-04-01,13.625,2.137,Lleida,Spain,40.99N,0.00W
1804-05-01,18.43,1.39,Lleida,Spain,40.99N,0.00W
1804-06-01,23.346,1.4609999999999999,Lleida,Spain,40.99N,0.00W
1804-07-01,24.12,3.0189999999999997,Lleida,Spain,40.99N,0.00W
1804-08-01,23.664,2.234,Lleida,Spain,40.99N,0.00W
1804-09-01,20.566,3.662,Lleida,Spain,40.99N,0.00W
1804-10-01,14.723999999999998,2.024,Lleida,Spain,40.99N,0.00W
1804-11-01,11.029000000000002,3.917,Lleida,Spain,40.99N,0.00W
1804-12-01,6.432,3.4410000000000003,Lleida,Spain,40.99N,0.00W
1805-01-01,6.065,2.03,Lleida,Spain,40.99N,0.00W
1805-02-01,7.775,2.416,Lleida,Spain,40.99N,0.00W
1805-03-01,10.086,1.278,Lleida,Spain,40.99N,0.00W
1805-04-01,11.445,3.168,Lleida,Spain,40.99N,0.00W
1805-05-01,16.134999999999998,1.128,Lleida,Spain,40.99N,0.00W
1805-06-01,20.85,2.255,Lleida,Spain,40.99N,0.00W
1805-07-01,22.935,2.25,Lleida,Spain,40.99N,0.00W
1805-08-01,24.011999999999997,2.386,Lleida,Spain,40.99N,0.00W
1805-09-01,20.563000000000002,2.55,Lleida,Spain,40.99N,0.00W
1805-10-01,13.92,1.817,Lleida,Spain,40.99N,0.00W
1805-11-01,8.086,2.812,Lleida,Spain,40.99N,0.00W
1805-12-01,4.814,1.71,Lleida,Spain,40.99N,0.00W
1806-01-01,6.239,1.837,Lleida,Spain,40.99N,0.00W
1806-02-01,8.741,3.5239999999999996,Lleida,Spain,40.99N,0.00W
1806-03-01,10.49,1.989,Lleida,Spain,40.99N,0.00W
1806-04-01,11.095,2.67,Lleida,Spain,40.99N,0.00W
1806-05-01,17.136,1.699,Lleida,Spain,40.99N,0.00W
1806-06-01,21.994,1.453,Lleida,Spain,40.99N,0.00W
1806-07-01,24.291999999999998,1.508,Lleida,Spain,40.99N,0.00W
1806-08-01,23.891,2.042,Lleida,Spain,40.99N,0.00W
1806-09-01,19.792,2.21,Lleida,Spain,40.99N,0.00W
1806-10-01,14.872,1.246,Lleida,Spain,40.99N,0.00W
1806-11-01,10.811,1.871,Lleida,Spain,40.99N,0.00W
1806-12-01,7.966,2.485,Lleida,Spain,40.99N,0.00W
1807-01-01,4.949,2.335,Lleida,Spain,40.99N,0.00W
1807-02-01,7.895,4.878,Lleida,Spain,40.99N,0.00W
1807-03-01,8.004999999999999,3.574,Lleida,Spain,40.99N,0.00W
1807-04-01,11.821000000000002,2.177,Lleida,Spain,40.99N,0.00W
1807-05-01,17.427,2.013,Lleida,Spain,40.99N,0.00W
1807-06-01,21.033,1.547,Lleida,Spain,40.99N,0.00W
1807-07-01,24.791,3.448,Lleida,Spain,40.99N,0.00W
1807-08-01,24.564,2.202,Lleida,Spain,40.99N,0.00W
1807-09-01,20.494,1.206,Lleida,Spain,40.99N,0.00W
1807-10-01,16.157,1.4169999999999998,Lleida,Spain,40.99N,0.00W
1807-11-01,9.351,1.8319999999999999,Lleida,Spain,40.99N,0.00W
1807-12-01,4.998,1.7930000000000001,Lleida,Spain,40.99N,0.00W
1808-01-01,4.6240000000000006,2.2969999999999997,Lleida,Spain,40.99N,0.00W
1808-02-01,5.22,2.23,Lleida,Spain,40.99N,0.00W
1808-03-01,8.376,4.582,Lleida,Spain,40.99N,0.00W
1808-04-01,11.532,1.344,Lleida,Spain,40.99N,0.00W
1808-05-01,18.145,3.593,Lleida,Spain,40.99N,0.00W
1808-06-01,20.194000000000003,1.5530000000000002,Lleida,Spain,40.99N,0.00W
1808-07-01,25.311,0.826,Lleida,Spain,40.99N,0.00W
1808-08-01,23.232,2.032,Lleida,Spain,40.99N,0.00W
1808-09-01,19.321,2.7310000000000003,Lleida,Spain,40.99N,0.00W
1808-10-01,11.412,1.462,Lleida,Spain,40.99N,0.00W
1808-11-01,9.107999999999999,1.7069999999999999,Lleida,Spain,40.99N,0.00W
1808-12-01,3.9989999999999997,1.939,Lleida,Spain,40.99N,0.00W
1809-01-01,7.215,3.8139999999999996,Lleida,Spain,40.99N,0.00W
1809-02-01,9.597000000000001,2.8930000000000002,Lleida,Spain,40.99N,0.00W
1809-03-01,10.213,2.6919999999999997,Lleida,Spain,40.99N,0.00W
1809-04-01,9.93,4.1930000000000005,Lleida,Spain,40.99N,0.00W
1809-05-01,16.381,2.907,Lleida,Spain,40.99N,0.00W
1809-06-01,20.139,0.993,Lleida,Spain,40.99N,0.00W
1809-07-01,22.265,1.092,Lleida,Spain,40.99N,0.00W
1809-08-01,22.538,1.47,Lleida,Spain,40.99N,0.00W
1809-09-01,18.347,2.303,Lleida,Spain,40.99N,0.00W
1809-10-01,14.091,5.266,Lleida,Spain,40.99N,0.00W
1809-11-01,8.311,2.073,Lleida,Spain,40.99N,0.00W
1809-12-01,5.796,3.947,Lleida,Spain,40.99N,0.00W
1810-01-01,3.515,5.886,Lleida,Spain,40.99N,0.00W
1810-02-01,6.209,4.819,Lleida,Spain,40.99N,0.00W
1810-03-01,12.5,2.541,Lleida,Spain,40.99N,0.00W
1810-04-01,12.585,3.551,Lleida,Spain,40.99N,0.00W
1810-05-01,16.185,2.924,Lleida,Spain,40.99N,0.00W
1810-06-01,19.646,3.248,Lleida,Spain,40.99N,0.00W
1810-07-01,21.534000000000002,3.09,Lleida,Spain,40.99N,0.00W
1810-08-01,22.448,2.39,Lleida,Spain,40.99N,0.00W
1810-09-01,19.247,1.81,Lleida,Spain,40.99N,0.00W
1810-10-01,14.206,4.372,Lleida,Spain,40.99N,0.00W
1810-11-01,9.061,2.7969999999999997,Lleida,Spain,40.99N,0.00W
1810-12-01,6.67,2.793,Lleida,Spain,40.99N,0.00W
1811-01-01,4.8130000000000015,3.3689999999999998,Lleida,Spain,40.99N,0.00W
1811-02-01,8.606,4.724,Lleida,Spain,40.99N,0.00W
1811-03-01,10.791,2.22,Lleida,Spain,40.99N,0.00W
1811-04-01,13.253,1.59,Lleida,Spain,40.99N,0.00W
1811-05-01,16.741,3.367,Lleida,Spain,40.99N,0.00W
1811-06-01,20.531999999999996,4.181,Lleida,Spain,40.99N,0.00W
1811-07-01,22.69,3.0,Lleida,Spain,40.99N,0.00W
1811-08-01,22.231,4.555,Lleida,Spain,40.99N,0.00W
1811-09-01,20.082,2.775,Lleida,Spain,40.99N,0.00W
1811-10-01,15.316999999999998,4.4639999999999995,Lleida,Spain,40.99N,0.00W
1811-11-01,10.032,4.986000000000001,Lleida,Spain,40.99N,0.00W
1811-12-01,5.537000000000001,2.9419999999999997,Lleida,Spain,40.99N,0.00W
1812-01-01,2.861,2.76,Lleida,Spain,40.99N,0.00W
1812-02-01,7.602,1.6369999999999998,Lleida,Spain,40.99N,0.00W
1812-03-01,8.517000000000001,3.429,Lleida,Spain,40.99N,0.00W
1812-04-01,11.488,3.181,Lleida,Spain,40.99N,0.00W
1812-05-01,16.201,2.713,Lleida,Spain,40.99N,0.00W
1812-06-01,20.343,1.28,Lleida,Spain,40.99N,0.00W
1812-07-01,22.563,2.1319999999999997,Lleida,Spain,40.99N,0.00W
1812-08-01,22.888,5.267,Lleida,Spain,40.99N,0.00W
1812-09-01,19.287,1.44,Lleida,Spain,40.99N,0.00W
1812-10-01,14.123,3.498,Lleida,Spain,40.99N,0.00W
1812-11-01,9.434,2.971,Lleida,Spain,40.99N,0.00W
1812-12-01,5.502999999999999,3.282,Lleida,Spain,40.99N,0.00W
1813-01-01,4.543,4.705,Lleida,Spain,40.99N,0.00W
1813-02-01,8.347999999999999,1.589,Lleida,Spain,40.99N,0.00W
1813-03-01,9.387,8.451,Lleida,Spain,40.99N,0.00W
1813-04-01,12.64,1.182,Lleida,Spain,40.99N,0.00W
1813-05-01,17.070999999999998,6.504,Lleida,Spain,40.99N,0.00W
1813-06-01,19.542,2.9589999999999996,Lleida,Spain,40.99N,0.00W
1813-07-01,21.241,1.713,Lleida,Spain,40.99N,0.00W
1813-08-01,22.169,1.222,Lleida,Spain,40.99N,0.00W
1813-09-01,18.581,2.331,Lleida,Spain,40.99N,0.00W
1813-10-01,14.999,1.348,Lleida,Spain,40.99N,0.00W
1813-11-01,9.472000000000001,2.4730000000000003,Lleida,Spain,40.99N,0.00W
1813-12-01,6.641,2.245,Lleida,Spain,40.99N,0.00W
1814-01-01,4.584,3.7769999999999997,Lleida,Spain,40.99N,0.00W
1814-02-01,5.162000000000001,1.6569999999999998,Lleida,Spain,40.99N,0.00W
1814-03-01,8.299,2.44,Lleida,Spain,40.99N,0.00W
1814-04-01,12.495999999999999,1.69,Lleida,Spain,40.99N,0.00W
1814-05-01,14.387,1.754,Lleida,Spain,40.99N,0.00W
1814-06-01,20.267,1.8319999999999999,Lleida,Spain,40.99N,0.00W
1814-07-01,22.076999999999998,3.09,Lleida,Spain,40.99N,0.00W
1814-08-01,22.088,1.751,Lleida,Spain,40.99N,0.00W
1814-09-01,18.006999999999994,1.7930000000000001,Lleida,Spain,40.99N,0.00W
1814-10-01,13.035,4.101,Lleida,Spain,40.99N,0.00W
1814-11-01,10.417,6.382000000000001,Lleida,Spain,40.99N,0.00W
1814-12-01,8.07,7.394,Lleida,Spain,40.99N,0.00W
1815-01-01,4.409,2.3890000000000002,Lleida,Spain,40.99N,0.00W
1815-02-01,8.361,5.754,Lleida,Spain,40.99N,0.00W
1815-03-01,11.255999999999998,4.113,Lleida,Spain,40.99N,0.00W
1815-04-01,12.603,2.345,Lleida,Spain,40.99N,0.00W
1815-05-01,17.038999999999998,2.742,Lleida,Spain,40.99N,0.00W
1815-06-01,19.092,2.75,Lleida,Spain,40.99N,0.00W
1815-07-01,23.269,2.9789999999999996,Lleida,Spain,40.99N,0.00W
1815-08-01,22.41,2.299,Lleida,Spain,40.99N,0.00W
1815-09-01,20.377,2.005,Lleida,Spain,40.99N,0.00W
1815-10-01,14.765999999999998,3.7230000000000003,Lleida,Spain,40.99N,0.00W
1815-11-01,8.386000000000001,2.593,Lleida,Spain,40.99N,0.00W
1815-12-01,5.597,2.477,Lleida,Spain,40.99N,0.00W
1816-01-01,5.651,3.533,Lleida,Spain,40.99N,0.00W
1816-02-01,5.559,2.407,Lleida,Spain,40.99N,0.00W
1816-03-01,8.969999999999997,2.522,Lleida,Spain,40.99N,0.00W
1816-04-01,11.940999999999999,4.4510000000000005,Lleida,Spain,40.99N,0.00W
1816-05-01,16.253,2.407,Lleida,Spain,40.99N,0.00W
1816-06-01,18.661,1.683,Lleida,Spain,40.99N,0.00W
1816-07-01,20.816999999999997,1.858,Lleida,Spain,40.99N,0.00W
1816-08-01,21.509,1.304,Lleida,Spain,40.99N,0.00W
1816-09-01,18.828,1.33,Lleida,Spain,40.99N,0.00W
1816-10-01,14.906,7.066,Lleida,Spain,40.99N,0.00W
