5.79,0.29,Chungho,Taiwan,24.92N,120.59E
1952-10-01,23.175,0.151,Chungho,Taiwan,24.92N,120.59E
1952-11-01,21.586,0.133,Chungho,Taiwan,24.92N,120.59E
1952-12-01,15.633,0.14800000000000002,Chungho,Taiwan,24.92N,120.59E
1953-01-01,14.379000000000001,0.163,Chungho,Taiwan,24.92N,120.59E
1953-02-01,15.306,0.22899999999999998,Chungho,Taiwan,24.92N,120.59E
1953-03-01,16.505,0.36700000000000005,Chungho,Taiwan,24.92N,120.59E
1953-04-01,17.546999999999993,0.434,Chungho,Taiwan,24.92N,120.59E
1953-05-01,22.534,0.265,Chungho,Taiwan,24.92N,120.59E
1953-06-01,26.687,0.24100000000000002,Chungho,Taiwan,24.92N,120.59E
1953-07-01,28.355,0.139,Chungho,Taiwan,24.92N,120.59E
1953-08-01,28.496,0.172,Chungho,Taiwan,24.92N,120.59E
1953-09-01,26.156,0.113,Chungho,Taiwan,24.92N,120.59E
1953-10-01,24.239,0.147,Chungho,Taiwan,24.92N,120.59E
1953-11-01,21.296999999999997,0.263,Chungho,Taiwan,24.92N,120.59E
1953-12-01,18.145,0.184,Chungho,Taiwan,24.92N,120.59E
1954-01-01,16.527,0.19699999999999998,Chungho,Taiwan,24.92N,120.59E
1954-02-01,14.993,0.217,Chungho,Taiwan,24.92N,120.59E
1954-03-01,14.544999999999998,0.47100000000000003,Chungho,Taiwan,24.92N,120.59E
1954-04-01,19.944000000000003,0.239,Chungho,Taiwan,24.92N,120.59E
1954-05-01,24.861,0.242,Chungho,Taiwan,24.92N,120.59E
1954-06-01,26.93,0.261,Chungho,Taiwan,24.92N,120.59E
1954-07-01,28.151999999999997,0.183,Chungho,Taiwan,24.92N,120.59E
1954-08-01,28.156,0.15,Chungho,Taiwan,24.92N,120.59E
1954-09-01,26.616999999999997,0.20199999999999999,Chungho,Taiwan,24.92N,120.59E
1954-10-01,22.953000000000003,0.22699999999999998,Chungho,Taiwan,24.92N,120.59E
1954-11-01,20.803,0.145,Chungho,Taiwan,24.92N,120.59E
1954-12-01,15.993,0.162,Chungho,Taiwan,24.92N,120.59E
1955-01-01,13.132,0.139,Chungho,Taiwan,24.92N,120.59E
1955-02-01,15.379000000000001,0.14800000000000002,Chungho,Taiwan,24.92N,120.59E
1955-03-01,17.628,0.308,Chungho,Taiwan,24.92N,120.59E
1955-04-01,19.808,0.154,Chungho,Taiwan,24.92N,120.59E
1955-05-01,23.412000000000006,0.273,Chungho,Taiwan,24.92N,120.59E
1955-06-01,25.776999999999997,0.155,Chungho,Taiwan,24.92N,120.59E
1955-07-01,27.214000000000002,0.344,Chungho,Taiwan,24.92N,120.59E
1955-08-01,26.769,0.39399999999999996,Chungho,Taiwan,24.92N,120.59E
1955-09-01,26.92,0.244,Chungho,Taiwan,24.92N,120.59E
1955-10-01,22.088,0.245,Chungho,Taiwan,24.92N,120.59E
1955-11-01,18.729,0.223,Chungho,Taiwan,24.92N,120.59E
1955-12-01,16.613,0.256,Chungho,Taiwan,24.92N,120.59E
1956-01-01,13.228,0.254,Chungho,Taiwan,24.92N,120.59E
1956-02-01,13.883,0.19,Chungho,Taiwan,24.92N,120.59E
1956-03-01,16.782,0.198,Chungho,Taiwan,24.92N,120.59E
1956-04-01,20.552,0.259,Chungho,Taiwan,24.92N,120.59E
1956-05-01,23.528,0.309,Chungho,Taiwan,24.92N,120.59E
1956-06-01,27.272,0.284,Chungho,Taiwan,24.92N,120.59E
1956-07-01,28.497,0.251,Chungho,Taiwan,24.92N,120.59E
1956-08-01,28.085,0.129,Chungho,Taiwan,24.92N,120.59E
1956-09-01,25.968000000000004,0.207,Chungho,Taiwan,24.92N,120.59E
1956-10-01,22.886,0.141,Chungho,Taiwan,24.92N,120.59E
1956-11-01,18.661,0.366,Chungho,Taiwan,24.92N,120.59E
1956-12-01,16.043999999999997,0.32799999999999996,Chungho,Taiwan,24.92N,120.59E
1957-01-01,15.465,0.325,Chungho,Taiwan,24.92N,120.59E
1957-02-01,12.140999999999998,0.29,Chungho,Taiwan,24.92N,120.59E
1957-03-01,15.029999999999998,0.249,Chungho,Taiwan,24.92N,120.59E
1957-04-01,20.409000000000002,0.33399999999999996,Chungho,Taiwan,24.92N,120.59E
1957-05-01,23.255000000000006,0.35100000000000003,Chungho,Taiwan,24.92N,120.59E
1957-06-01,25.774,0.428,Chungho,Taiwan,24.92N,120.59E
1957-07-01,28.373,0.387,Chungho,Taiwan,24.92N,120.59E
1957-08-01,28.239,0.648,Chungho,Taiwan,24.92N,120.59E
1957-09-01,25.479000000000006,0.573,Chungho,Taiwan,24.92N,120.59E
1957-10-01,22.12,0.42,Chungho,Taiwan,24.92N,120.59E
1957-11-01,20.367,0.233,Chungho,Taiwan,24.92N,120.59E
1957-12-01,17.564999999999998,0.228,Chungho,Taiwan,24.92N,120.59E
1958-01-01,13.987,0.337,Chungho,Taiwan,24.92N,120.59E
1958-02-01,13.206,0.40299999999999997,Chungho,Taiwan,24.92N,120.59E
1958-03-01,17.621,0.19399999999999998,Chungho,Taiwan,24.92N,120.59E
1958-04-01,21.554000000000002,0.21,Chungho,Taiwan,24.92N,120.59E
1958-05-01,23.875,0.314,Chungho,Taiwan,24.92N,120.59E
1958-06-01,25.805999999999997,0.35200000000000004,Chungho,Taiwan,24.92N,120.59E
1958-07-01,27.581,0.359,Chungho,Taiwan,24.92N,120.59E
1958-08-01,27.660999999999998,0.29600000000000004,Chungho,Taiwan,24.92N,120.59E
1958-09-01,26.515,0.205,Chungho,Taiwan,24.92N,120.59E
1958-10-01,22.739,0.16699999999999998,Chungho,Taiwan,24.92N,120.59E
1958-11-01,19.317,0.12300000000000001,Chungho,Taiwan,24.92N,120.59E
1958-12-01,17.093999999999998,0.228,Chungho,Taiwan,24.92N,120.59E
1959-01-01,13.304,0.46399999999999997,Chungho,Taiwan,24.92N,120.59E
1959-02-01,16.067,0.373,Chungho,Taiwan,24.92N,120.59E
1959-03-01,17.247999999999998,0.327,Chungho,Taiwan,24.92N,120.59E
1959-04-01,20.57,0.34,Chungho,Taiwan,24.92N,120.59E
1959-05-01,23.816000000000006,0.16,Chungho,Taiwan,24.92N,120.59E
1959-06-01,26.136999999999997,0.307,Chungho,Taiwan,24.92N,120.59E
1959-07-01,27.775,0.36,Chungho,Taiwan,24.92N,120.59E
1959-08-01,27.784,0.302,Chungho,Taiwan,24.92N,120.59E
1959-09-01,26.268,0.387,Chungho,Taiwan,24.92N,120.59E
1959-10-01,22.711,0.267,Chungho,Taiwan,24.92N,120.59E
1959-11-01,20.701,0.19,Chungho,Taiwan,24.92N,120.59E
1959-12-01,18.184,0.22,Chungho,Taiwan,24.92N,120.59E
1960-01-01,14.9,0.23600000000000002,Chungho,Taiwan,24.92N,120.59E
1960-02-01,15.498,0.32,Chungho,Taiwan,24.92N,120.59E
1960-03-01,19.289,0.179,Chungho,Taiwan,24.92N,120.59E
1960-04-01,19.379,0.174,Chungho,Taiwan,24.92N,120.59E
1960-05-01,22.958,0.287,Chungho,Taiwan,24.92N,120.59E
1960-06-01,26.296999999999997,0.27,Chungho,Taiwan,24.92N,120.59E
1960-07-01,28.377,0.22899999999999998,Chungho,Taiwan,24.92N,120.59E
1960-08-01,26.894,0.261,Chungho,Taiwan,24.92N,120.59E
1960-09-01,27.017000000000003,0.22399999999999998,Chungho,Taiwan,24.92N,120.59E
1960-10-01,23.232,0.19699999999999998,Chungho,Taiwan,24.92N,120.59E
1960-11-01,20.891,0.191,Chungho,Taiwan,24.92N,120.59E
1960-12-01,15.762,0.146,Chungho,Taiwan,24.92N,120.59E
1961-01-01,13.74,0.284,Chungho,Taiwan,24.92N,120.59E
1961-02-01,13.876,0.19699999999999998,Chungho,Taiwan,24.92N,120.59E
1961-03-01,16.494999999999994,0.28,Chungho,Taiwan,24.92N,120.59E
1961-04-01,20.344,0.353,Chungho,Taiwan,24.92N,120.59E
1961-05-01,23.745,0.275,Chungho,Taiwan,24.92N,120.59E
1961-06-01,27.590999999999998,0.314,Chungho,Taiwan,24.92N,120.59E
1961-07-01,27.919,0.214,Chungho,Taiwan,24.92N,120.59E
1961-08-01,27.916,0.23399999999999999,Chungho,Taiwan,24.92N,120.59E
1961-09-01,26.875999999999998,0.295,Chungho,Taiwan,24.92N,120.59E
1961-10-01,23.579,0.424,Chungho,Taiwan,24.92N,120.59E
1961-11-01,21.462,0.16899999999999998,Chungho,Taiwan,24.92N,120.59E
1961-12-01,17.326999999999998,0.136,Chungho,Taiwan,24.92N,120.59E
1962-01-01,12.261,0.28600000000000003,Chungho,Taiwan,24.92N,120.59E
1962-02-01,14.887,0.28300000000000003,Chungho,Taiwan,24.92N,120.59E
1962-03-01,16.063,0.34600000000000003,Chungho,Taiwan,24.92N,120.59E
1962-04-01,19.146,0.36,Chungho,Taiwan,24.92N,120.59E
1962-05-01,23.517000000000003,0.253,Chungho,Taiwan,24.92N,120.59E
1962-06-01,26.084,0.529,Chungho,Taiwan,24.92N,120.59E
1962-07-01,28.212,0.245,Chungho,Taiwan,24.92N,120.59E
1962-08-01,27.964,0.23800000000000002,Chungho,Taiwan,24.92N,120.59E
1962-09-01,26.761999999999997,0.304,Chungho,Taiwan,24.92N,120.59E
1962-10-01,23.041,0.363,Chungho,Taiwan,24.92N,120.59E
1962-11-01,19.73,0.252,Chungho,Taiwan,24.92N,120.59E
1962-12-01,16.061,0.27399999999999997,Chungho,Taiwan,24.92N,120.59E
1963-01-01,11.357000000000001,0.622,Chungho,Taiwan,24.92N,120.59E
1963-02-01,12.970999999999998,0.40700000000000003,Chungho,Taiwan,24.92N,120.59E
1963-03-01,16.662,0.292,Chungho,Taiwan,24.92N,120.59E
1963-04-01,20.786,0.22699999999999998,Chungho,Taiwan,24.92N,120.59E
1963-05-01,25.933000000000003,0.284,Chungho,Taiwan,24.92N,120.59E
1963-06-01,25.871,0.251,Chungho,Taiwan,24.92N,120.59E
1963-07-01,27.326,0.342,Chungho,Taiwan,24.92N,120.59E
1963-08-01,28.205,0.223,Chungho,Taiwan,24.92N,120.59E
1963-09-01,27.304,0.281,Chungho,Taiwan,24.92N,120.59E
1963-10-01,22.524,0.295,Chungho,Taiwan,24.92N,120.59E
1963-11-01,21.185,0.248,Chungho,Taiwan,24.92N,120.59E
1963-12-01,16.552999999999994,0.243,Chungho,Taiwan,24.92N,120.59E
1964-01-01,14.962,0.179,Chungho,Taiwan,24.92N,120.59E
1964-02-01,13.345,0.195,Chungho,Taiwan,24.92N,120.59E
1964-03-01,15.894999999999998,0.14400000000000002,Chungho,Taiwan,24.92N,120.59E
1964-04-01,22.401,0.278,Chungho,Taiwan,24.92N,120.59E
1964-05-01,23.726999999999997,0.27,Chungho,Taiwan,24.92N,120.59E
1964-06-01,25.566,0.322,Chungho,Taiwan,24.92N,120.59E
1964-07-01,28.551,0.217,Chungho,Taiwan,24.92N,120.59E
1964-08-01,27.84,0.35600000000000004,Chungho,Taiwan,24.92N,120.59E
1964-09-01,27.375,0.276,Chungho,Taiwan,24.92N,120.59E
1964-10-01,24.438,0.312,Chungho,Taiwan,24.92N,120.59E
1964-11-01,19.504,0.185,Chungho,Taiwan,24.92N,120.59E
1964-12-01,15.897999999999998,0.282,Chungho,Taiwan,24.92N,120.59E
1965-01-01,15.017999999999999,0.261,Chungho,Taiwan,24.92N,120.59E
1965-02-01,15.870999999999999,0.22699999999999998,Chungho,Taiwan,24.92N,120.59E
1965-03-01,15.814999999999998,0.28,Chungho,Taiwan,24.92N,120.59E
1965-04-01,19.471,0.213,Chungho,Taiwan,24.92N,120.59E
1965-05-01,22.933000000000003,0.287,Chungho,Taiwan,24.92N,120.59E
1965-06-01,25.189,0.5489999999999999,Chungho,Taiwan,24.92N,120.59E
1965-07-01,27.680999999999997,0.276,Chungho,Taiwan,24.92N,120.59E
1965-08-01,27.493,0.19699999999999998,Chungho,Taiwan,24.92N,120.59E
1965-09-01,25.616000000000003,0.33399999999999996,Chungho,Taiwan,24.92N,120.59E
1965-10-01,23.29,0.193,Chungho,Taiwan,24.92N,120.59E
1965-11-01,21.677,0.265,Chungho,Taiwan,24.92N,120.59E
1965-12-01,16.743,0.29600000000000004,Chungho,Taiwan,24.92N,120.59E
1966-01-01,15.785,0.23199999999999998,Chungho,Taiwan,24.92N,120.59E
1966-02-01,16.379,0.157,Chungho,Taiwan,24.92N,120.59E
1966-03-01,18.856,0.528,Chungho,Taiwan,24.92N,120.59E
1966-04-01,20.794,0.335,Chungho,Taiwan,24.92N,120.59E
1966-05-01,23.289,0.218,Chungho,Taiwan,24.92N,120.59E
1966-06-01,25.191,0.16699999999999998,Chungho,Taiwan,24.92N,120.59E
1966-07-01,27.881,0.34,Chungho,Taiwan,24.92N,120.59E
1966-08-01,27.855,0.419,Chungho,Taiwan,24.92N,120.59E
1966-09-01,24.683000000000003,0.505,Chungho,Taiwan,24.92N,120.59E
1966-10-01,23.37,0.35700000000000004,Chungho,Taiwan,24.92N,120.59E
1966-11-01,21.241,0.145,Chungho,Taiwan,24.92N,120.59E
1966-12-01,17.217,0.303,Chungho,Taiwan,24.92N,120.59E
1967-01-01,13.472000000000001,0.086,Chungho,Taiwan,24.92N,120.59E
1967-02-01,13.517999999999999,0.243,Chungho,Taiwan,24.92N,120.59E
1967-03-01,17.128999999999998,0.21100000000000002,Chungho,Taiwan,24.92N,120.59E
1967-04-01,20.247,0.28800000000000003,Chungho,Taiwan,24.92N,120.59E
1967-05-01,24.72,0.18899999999999997,Chungho,Taiwan,24.92N,120.59E
1967-06-01,26.417,0.19399999999999998,Chungho,Taiwan,24.92N,120.59E
1967-07-01,28.392,0.366,Chungho,Taiwan,24.92N,120.59E
1967-08-01,28.269,0.281,Chungho,Taiwan,24.92N,120.59E
1967-09-01,25.752,0.42200000000000004,Chungho,Taiwan,24.92N,120.59E
1967-10-01,22.329,0.2,Chungho,Taiwan,24.92N,120.59E
1967-11-01,21.115,0.276,Chungho,Taiwan,24.92N,120.59E
1967-12-01,13.473999999999998,0.222,Chungho,Taiwan,24.92N,120.59E
1968-01-01,13.982999999999999,0.113,Chungho,Taiwan,24.92N,120.59E
1968-02-01,10.769,0.386,Chungho,Taiwan,24.92N,120.59E
1968-03-01,15.986999999999998,0.134,Chungho,Taiwan,24.92N,120.59E
1968-04-01,19.06,0.272,Chungho,Taiwan,24.92N,120.59E
1968-05-01,23.475,0.18,Chungho,Taiwan,24.92N,120.59E
1968-06-01,24.908,0.444,Chungho,Taiwan,24.92N,120.59E
1968-07-01,27.749000000000002,0.19899999999999998,Chungho,Taiwan,24.92N,120.59E
1968-08-01,27.948,0.179,Chungho,Taiwan,24.92N,120.59E
1968-09-01,26.443,0.203,Chungho,Taiwan,24.92N,120.59E
1968-10-01,22.415,0.251,Chungho,Taiwan,24.92N,120.59E
1968-11-01,20.62,0.292,Chungho,Taiwan,24.92N,120.59E
1968-12-01,19.071,0.265,Chungho,Taiwan,24.92N,120.59E
1969-01-01,15.816,0.251,Chungho,Taiwan,24.92N,120.59E
1969-02-01,13.588,0.145,Chungho,Taiwan,24.92N,120.59E
1969-03-01,15.705999999999998,0.281,Chungho,Taiwan,24.92N,120.59E
1969-04-01,20.544,0.244,Chungho,Taiwan,24.92N,120.59E
1969-05-01,24.502,0.228,Chungho,Taiwan,24.92N,120.59E
1969-06-01,24.618000000000002,0.29,Chungho,Taiwan,24.92N,120.59E
1969-07-01,28.45,0.204,Chungho,Taiwan,24.92N,120.59E
1969-08-01,27.759,0.369,Chungho,Taiwan,24.92N,120.59E
1969-09-01,26.840999999999998,0.203,Chungho,Taiwan,24.92N,120.59E
1969-10-01,22.169,0.267,Chungho,Taiwan,24.92N,120.59E
1969-11-01,18.929000000000002,0.251,Chungho,Taiwan,24.92N,120.59E
1969-12-01,15.668,0.175,Chungho,Taiwan,24.92N,120.59E
1970-01-01,13.124,0.20800000000000002,Chungho,Taiwan,24.92N,120.59E
1970-02-01,15.200999999999999,0.10300000000000001,Chungho,Taiwan,24.92N,120.59E
1970-03-01,14.041,0.491,Chungho,Taiwan,24.92N,120.59E
1970-04-01,18.462,0.387,Chungho,Taiwan,24.92N,120.59E
1970-05-01,23.851000000000006,0.21600000000000003,Chungho,Taiwan,24.92N,120.59E
1970-06-01,26.075,0.308,Chungho,Taiwan,24.92N,120.59E
1970-07-01,28.083000000000002,0.156,Chungho,Taiwan,24.92N,120.59E
1970-08-01,27.888,0.253,Chungho,Taiwan,24.92N,120.59E
1970-09-01,27.034,0.147,Chungho,Taiwan,24.92N,120.59E
1970-10-01,23.668000000000003,0.319,Chungho,Taiwan,24.92N,120.59E
1970-11-01,20.192,0.153,Chungho,Taiwan,24.92N,120.59E
1970-12-01,17.337999999999994,0.22699999999999998,Chungho,Taiwan,24.92N,120.59E
1971-01-01,12.654000000000002,0.243,Chungho,Taiwan,24.92N,120.59E
1971-02-01,14.113,0.36,Chungho,Taiwan,24.92N,120.59E
1971-03-01,15.939999999999998,0.17300000000000001,Chungho,Taiwan,24.92N,120.59E
1971-04-01,20.132,0.275,Chungho,Taiwan,24.92N,120.59E
1971-05-01,23.234,0.207,Chungho,Taiwan,24.92N,120.59E
1971-06-01,27.231,0.12300000000000001,Chungho,Taiwan,24.92N,120.59E
1971-07-01,28.469,0.271,Chungho,Taiwan,24.92N,120.59E
1971-08-01,27.866000000000003,0.273,Chungho,Taiwan,24.92N,120.59E
1971-09-01,26.289,0.171,Chungho,Taiwan,24.92N,120.59E
1971-10-01,22.278,0.16699999999999998,Chungho,Taiwan,24.92N,120.59E
1971-11-01,19.523,0.244,Chungho,Taiwan,24.92N,120.59E
1971-12-01,16.711,0.196,Chungho,Taiwan,24.92N,120.59E
1972-01-01,15.275,0.171,Chungho,Taiwan,24.92N,120.59E
1972-02-01,13.253,0.258,Chungho,Taiwan,24.92N,120.59E
1972-03-01,16.093,0.223,Chungho,Taiwan,24.92N,120.59E
1972-04-01,19.042,0.267,Chungho,Taiwan,24.92N,120.59E
1972-05-01,23.756,0.159,Chungho,Taiwan,24.92N,120.59E
1972-06-01,26.443,0.22399999999999998,Chungho,Taiwan,24.92N,120.59E
1972-07-01,27.327,0.267,Chungho,Taiwan,24.92N,120.59E
1972-08-01,26.616999999999997,0.287,Chungho,Taiwan,24.92N,120.59E
1972-09-01,25.959000000000003,0.29,Chungho,Taiwan,24.92N,120.59E
1972-10-01,23.776999999999997,0.359,Chungho,Taiwan,24.92N,120.59E
1972-11-01,21.011,0.161,Chungho,Taiwan,24.92N,120.59E
1972-12-01,16.83,0.218,Chungho,Taiwan,24.92N,120.59E
1973-01-01,14.671,0.375,Chungho,Taiwan,24.92N,120.59E
1973-02-01,16.904,0.46799999999999997,Chungho,Taiwan,24.92N,120.59E
1973-03-01,17.607999999999997,0.243,Chungho,Taiwan,24.92N,120.59E
1973-04-01,21.529,0.21600000000000003,Chungho,Taiwan,24.92N,120.59E
1973-05-01,23.502,0.368,Chungho,Taiwan,24.92N,120.59E
1973-06-01,25.685,0.138,Chungho,Taiwan,24.92N,120.59E
1973-07-01,27.445,0.204,Chungho,Taiwan,24.92N,120.59E
1973-08-01,27.554,0.318,Chungho,Taiwan,24.92N,120.59E
1973-09-01,26.938,0.37,Chungho,Taiwan,24.92N,120.59E
1973-10-01,23.319000000000003,0.259,Chungho,Taiwan,24.92N,120.59E
1973-11-01,19.511,0.107,Chungho,Taiwan,24.92N,120.59E
1973-12-01,14.628999999999998,0.32,Chungho,Taiwan,24.92N,120.59E
1974-01-01,14.527999999999999,0.327,Chungho,Taiwan,24.92N,120.59E
1974-02-01,13.06,0.21600000000000003,Chungho,Taiwan,24.92N,120.59E
1974-03-01,15.822000000000001,0.28,Chungho,Taiwan,24.92N,120.59E
1974-04-01,20.445,0.21,Chungho,Taiwan,24.92N,120.59E
1974-05-01,24.003,0.28300000000000003,Chungho,Taiwan,24.92N,120.59E
1974-06-01,25.756,0.23600000000000002,Chungho,Taiwan,24.92N,120.59E
1974-07-01,27.749000000000002,0.131,Chungho,Taiwan,24.92N,120.59E
1974-08-01,27.028,0.268,Chungho,Taiwan,24.92N,120.59E
1974-09-01,25.869000000000003,0.306,Chungho,Taiwan,24.92N,120.59E
1974-10-01,23.689,0.235,Chungho,Taiwan,24.92N,120.59E
1974-11-01,20.516,0.607,Chungho,Taiwan,24.92N,120.59E
1974-12-01,17.52,0.31,Chungho,Taiwan,24.92N,120.59E
1975-01-01,14.568,0.231,Chungho,Taiwan,24.92N,120.59E
1975-02-01,15.222999999999999,0.363,Chungho,Taiwan,24.92N,120.59E
1975-03-01,16.296,0.184,Chungho,Taiwan,24.92N,120.59E
1975-04-01,21.561,0.145,Chungho,Taiwan,24.92N,120.59E
1975-05-01,22.855,0.36700000000000005,Chungho,Taiwan,24.92N,120.59E
1975-06-01,25.941,0.264,Chungho,Taiwan,24.92N,120.59E
1975-07-01,28.011,0.485,Chungho,Taiwan,24.92N,120.59E
1975-08-01,27.508000000000006,0.451,Chungho,Taiwan,24.92N,120.59E
1975-09-01,27.360000000000007,0.392,Chungho,Taiwan,24.92N,120.59E
1975-10-01,24.543000000000003,0.33799999999999997,Chungho,Taiwan,24.92N,120.59E
1975-11-01,19.54,0.336,Chungho,Taiwan,24.92N,120.59E
1975-12-01,14.429999999999998,0.28,Chungho,Taiwan,24.92N,120.59E
1976-01-01,14.043,0.163,Chungho,Taiwan,24.92N,120.59E
1976-02-01,15.712,0.259,Chungho,Taiwan,24.92N,120.59E
1976-03-01,15.836,0.262,Chungho,Taiwan,24.92N,120.59E
1976-04-01,19.606,0.36700000000000005,Chungho,Taiwan,24.92N,120.59E
1976-05-01,23.884,0.569,Chungho,Taiwan,24.92N,120.59E
1976-06-01,25.77,0.365,Chungho,Taiwan,24.92N,120.59E
1976-07-01,27.217,0.305,Chungho,Taiwan,24.92N,120.59E
1976-08-01,27.749,0.20199999999999999,Chungho,Taiwan,24.92N,120.59E
1976-09-01,25.451999999999998,0.263,Chungho,Taiwan,24.92N,120.59E
1976-10-01,23.125999999999998,0.305,Chungho,Taiwan,24.92N,120.59E
1976-11-01,18.006,0.306,Chungho,Taiwan,24.92N,120.59E
1976-12-01,16.546,0.207,Chungho,Taiwan,24.92N,120.59E
1977-01-01,13.569,0.287,Chungho,Taiwan,24.92N,120.59E
1977-02-01,12.952,0.24600000000000002,Chungho,Taiwan,24.92N,120.59E
1977-03-01,17.996,0.408,Chungho,Taiwan,24.92N,120.59E
1977-04-01,22.134,0.396,Chungho,Taiwan,24.92N,120.59E
1977-05-01,24.826,0.302,Chungho,Taiwan,24.92N,120.59E
1977-06-01,26.195,0.289,Chungho,Taiwan,24.92N,120.59E
1977-07-01,28.035999999999998,0.209,Chungho,Taiwan,24.92N,120.59E
1977-08-01,27.673,0.262,Chungho,Taiwan,24.92N,120.59E
1977-09-01,26.583,0.155,Chungho,Taiwan,24.92N,120.59E
1977-10-01,23.866999999999997,0.22699999999999998,Chungho,Taiwan,24.92N,120.59E
1977-11-01,19.337,0.37,Chungho,Taiwan,24.92N,120.59E
1977-12-01,18.405,0.299,Chungho,Taiwan,24.92N,120.59E
1978-01-01,14.037,0.46399999999999997,Chungho,Taiwan,24.92N,120.59E
1978-02-01,14.535,0.28600000000000003,Chungho,Taiwan,24.92N,120.59E
1978-03-01,16.461,0.262,Chungho,Taiwan,24.92N,120.59E
1978-04-01,20.256,0.337,Chungho,Taiwan,24.92N,120.59E
1978-05-01,22.892000000000003,0.31,Chungho,Taiwan,24.92N,120.59E
1978-06-01,26.636,0.301,Chungho,Taiwan,24.92N,120.59E
1978-07-01,28.573,0.259,Chungho,Taiwan,24.92N,120.59E
1978-08-01,27.864,0.184,Chungho,Taiwan,24.92N,120.59E
1978-09-01,26.793000000000006,0.17300000000000001,Chungho,Taiwan,24.92N,120.59E
1978-10-01,22.837,0.21,Chungho,Taiwan,24.92N,120.59E
1978-11-01,19.792,0.23199999999999998,Chungho,Taiwan,24.92N,120.59E
1978-12-01,17.083,0.275,Chungho,Taiwan,24.92N,120.59E
1979-01-01,16.053,0.303,Chungho,Taiwan,24.92N,120.59E
1979-02-01,16.444000000000003,0.223,Chungho,Taiwan,24.92N,120.59E
1979-03-01,16.743,0.166,Chungho,Taiwan,24.92N,120.59E
1979-04-01,20.28,0.33799999999999997,Chungho,Taiwan,24.92N,120.59E
1979-05-01,22.000999999999998,0.366,Chungho,Taiwan,24.92N,120.59E
1979-06-01,25.494,0.128,Chungho,Taiwan,24.92N,120.59E
1979-07-01,28.656999999999996,0.253,Chungho,Taiwan,24.92N,120.59E
1979-08-01,27.857000000000006,0.221,Chungho,Taiwan,24.92N,120.59E
1979-09-01,26.526999999999997,0.11699999999999999,Chungho,Taiwan,24.92N,120.59E
1979-10-01,22.225,0.369,Chungho,Taiwan,24.92N,120.59E
1979-11-01,19.095,0.11199999999999999,Chungho,Taiwan,24.92N,120.59E
1979-12-01,17.465999999999998,0.24600000000000002,Chungho,Taiwan,24.92N,120.59E
1980-01-01,14.62,0.18600000000000003,Chungho,Taiwan,24.92N,120.59E
1980-02-01,13.385,0.171,Chungho,Taiwan,24.92N,120.59E
1980-03-01,17.214000000000002,0.28,Chungho,Taiwan,24.92N,120.59E
1980-04-01,19.225,0.34,Chungho,Taiwan,24.92N,120.59E
1980-05-01,23.03,0.34600000000000003,Chungho,Taiwan,24.92N,120.59E
1980-06-01,27.78,0.258,Chungho,Taiwan,24.92N,120.59E
1980-07-01,28.836,0.249,Chungho,Taiwan,24.92N,120.59E
1980-08-01,27.883000000000006,0.21,Chungho,Taiwan,24.92N,120.59E
1980-09-01,25.955,0.12,Chungho,Taiwan,24.92N,120.59E
1980-10-01,23.766,0.09,Chungho,Taiwan,24.92N,120.59E
1980-11-01,21.045,0.196,Chungho,Taiwan,24.92N,120.59E
1980-12-01,15.893999999999998,0.29,Chungho,Taiwan,24.92N,120.59E
1981-01-01,14.324000000000002,0.29100000000000004,Chungho,Taiwan,24.92N,120.59E
1981-02-01,15.165,0.27,Chungho,Taiwan,24.92N,120.59E
1981-03-01,18.261,0.292,Chungho,Taiwan,24.92N,120.59E
1981-04-01,21.592,0.29100000000000004,Chungho,Taiwan,24.92N,120.59E
1981-05-01,22.504,0.226,Chungho,Taiwan,24.92N,120.59E
1981-06-01,25.155,0.39299999999999996,Chungho,Taiwan,24.92N,120.59E
1981-07-01,27.581,0.245,Chungho,Taiwan,24.92N,120.59E
1981-08-01,28.443,0.20800000000000002,Chungho,Taiwan,24.92N,120.59E
1981-09-01,25.909,0.20800000000000002,Chungho,Taiwan,24.92N,120.59E
1981-10-01,23.066999999999997,0.205,Chungho,Taiwan,24.92N,120.59E
1981-11-01,19.237000000000002,0.247,Chungho,Taiwan,24.92N,120.59E
1981-12-01,15.311999999999998,0.261,Chungho,Taiwan,24.92N,120.59E
1982-01-01,14.457,0.255,Chungho,Taiwan,24.92N,120.59E
1982-02-01,14.409,0.222,Chungho,Taiwan,24.92N,120.59E
1982-03-01,17.249000000000002,0.281,Chungho,Taiwan,24.92N,120.59E
1982-04-01,18.47,0.17300000000000001,Chungho,Taiwan,24.92N,120.59E
1982-05-01,23.92,0.17800000000000002,Chungho,Taiwan,24.92N,120.59E
1982-06-01,25.114,0.305,Chungho,Taiwan,24.92N,120.59E
1982-07-01,27.327,0.16,Chungho,Taiwan,24.92N,120.59E
1982-08-01,27.688,0.091,Chungho,Taiwan,24.92N,120.59E
1982-09-01,26.105,0.152,Chungho,Taiwan,24.92N,120.59E
1982-10-01,24.017,0.132,Chungho,Taiwan,24.92N,120.59E
1982-11-01,21.39,0.247,Chungho,Taiwan,24.92N,120.59E
1982-12-01,16.043,0.19,Chungho,Taiwan,24.92N,120.59E
1983-01-01,14.265999999999998,0.282,Chungho,Taiwan,24.92N,120.59E
