03,0.217,Kasugai,Japan,34.56N,136.22E
2007-02-01,7.61,0.188,Kasugai,Japan,34.56N,136.22E
2007-03-01,9.109,0.17,Kasugai,Japan,34.56N,136.22E
2007-04-01,13.116,0.152,Kasugai,Japan,34.56N,136.22E
2007-05-01,18.11,0.08,Kasugai,Japan,34.56N,136.22E
2007-06-01,22.193,0.168,Kasugai,Japan,34.56N,136.22E
2007-07-01,24.456000000000003,0.198,Kasugai,Japan,34.56N,136.22E
2007-08-01,27.827,0.121,Kasugai,Japan,34.56N,136.22E
2007-09-01,25.066000000000006,0.244,Kasugai,Japan,34.56N,136.22E
2007-10-01,18.105999999999998,0.157,Kasugai,Japan,34.56N,136.22E
2007-11-01,11.984000000000002,0.233,Kasugai,Japan,34.56N,136.22E
2007-12-01,7.653,0.24600000000000002,Kasugai,Japan,34.56N,136.22E
2008-01-01,4.664,0.198,Kasugai,Japan,34.56N,136.22E
2008-02-01,3.961,0.16899999999999998,Kasugai,Japan,34.56N,136.22E
2008-03-01,9.658,0.207,Kasugai,Japan,34.56N,136.22E
2008-04-01,14.123,0.14300000000000002,Kasugai,Japan,34.56N,136.22E
2008-05-01,18.408,0.222,Kasugai,Japan,34.56N,136.22E
2008-06-01,21.494,0.297,Kasugai,Japan,34.56N,136.22E
2008-07-01,27.089,0.193,Kasugai,Japan,34.56N,136.22E
2008-08-01,26.974,0.22,Kasugai,Japan,34.56N,136.22E
2008-09-01,23.22,0.205,Kasugai,Japan,34.56N,136.22E
2008-10-01,17.952,0.129,Kasugai,Japan,34.56N,136.22E
2008-11-01,11.758,0.13699999999999998,Kasugai,Japan,34.56N,136.22E
2008-12-01,7.5520000000000005,0.29100000000000004,Kasugai,Japan,34.56N,136.22E
2009-01-01,5.125,0.158,Kasugai,Japan,34.56N,136.22E
2009-02-01,7.215,0.198,Kasugai,Japan,34.56N,136.22E
2009-03-01,8.998,0.12,Kasugai,Japan,34.56N,136.22E
2009-04-01,14.048,0.187,Kasugai,Japan,34.56N,136.22E
2009-05-01,18.615,0.162,Kasugai,Japan,34.56N,136.22E
2009-06-01,22.367,0.192,Kasugai,Japan,34.56N,136.22E
2009-07-01,25.611,0.3,Kasugai,Japan,34.56N,136.22E
2009-08-01,26.271,0.287,Kasugai,Japan,34.56N,136.22E
2009-09-01,22.921000000000006,0.174,Kasugai,Japan,34.56N,136.22E
2009-10-01,17.445999999999998,0.171,Kasugai,Japan,34.56N,136.22E
2009-11-01,12.229000000000001,0.26,Kasugai,Japan,34.56N,136.22E
2009-12-01,7.16,0.226,Kasugai,Japan,34.56N,136.22E
2010-01-01,4.745,0.187,Kasugai,Japan,34.56N,136.22E
2010-02-01,6.8420000000000005,0.07200000000000001,Kasugai,Japan,34.56N,136.22E
2010-03-01,8.894,0.255,Kasugai,Japan,34.56N,136.22E
2010-04-01,12.306,0.08900000000000001,Kasugai,Japan,34.56N,136.22E
2010-05-01,17.619,0.14800000000000002,Kasugai,Japan,34.56N,136.22E
2010-06-01,22.649,0.271,Kasugai,Japan,34.56N,136.22E
2010-07-01,26.604000000000006,0.23600000000000002,Kasugai,Japan,34.56N,136.22E
2010-08-01,28.454,0.248,Kasugai,Japan,34.56N,136.22E
2010-09-01,24.894,0.165,Kasugai,Japan,34.56N,136.22E
2010-10-01,18.380000000000006,0.129,Kasugai,Japan,34.56N,136.22E
2010-11-01,11.601,0.33299999999999996,Kasugai,Japan,34.56N,136.22E
2010-12-01,7.487,0.322,Kasugai,Japan,34.56N,136.22E
2011-01-01,2.86,0.282,Kasugai,Japan,34.56N,136.22E
2011-02-01,6.405,0.19399999999999998,Kasugai,Japan,34.56N,136.22E
2011-03-01,6.9849999999999985,0.079,Kasugai,Japan,34.56N,136.22E
2011-04-01,12.548,0.14800000000000002,Kasugai,Japan,34.56N,136.22E
2011-05-01,18.11,0.2,Kasugai,Japan,34.56N,136.22E
2011-06-01,22.819000000000003,0.235,Kasugai,Japan,34.56N,136.22E
2011-07-01,26.44,0.225,Kasugai,Japan,34.56N,136.22E
2011-08-01,27.376,0.141,Kasugai,Japan,34.56N,136.22E
2011-09-01,23.851000000000006,0.172,Kasugai,Japan,34.56N,136.22E
2011-10-01,17.774,0.179,Kasugai,Japan,34.56N,136.22E
2011-11-01,13.571,0.233,Kasugai,Japan,34.56N,136.22E
2011-12-01,6.476,0.301,Kasugai,Japan,34.56N,136.22E
2012-01-01,4.188,0.289,Kasugai,Japan,34.56N,136.22E
2012-02-01,4.3420000000000005,0.23800000000000002,Kasugai,Japan,34.56N,136.22E
2012-03-01,8.296,0.21,Kasugai,Japan,34.56N,136.22E
2012-04-01,13.708,0.28,Kasugai,Japan,34.56N,136.22E
2012-05-01,18.069000000000003,0.214,Kasugai,Japan,34.56N,136.22E
2012-06-01,21.401,0.289,Kasugai,Japan,34.56N,136.22E
2012-07-01,26.26,0.462,Kasugai,Japan,34.56N,136.22E
2012-08-01,27.701,0.6609999999999999,Kasugai,Japan,34.56N,136.22E
2012-09-01,24.467,0.313,Kasugai,Japan,34.56N,136.22E
2012-10-01,17.831,0.341,Kasugai,Japan,34.56N,136.22E
2012-11-01,11.014000000000001,0.239,Kasugai,Japan,34.56N,136.22E
2012-12-01,5.229,0.314,Kasugai,Japan,34.56N,136.22E
2013-01-01,3.917,0.213,Kasugai,Japan,34.56N,136.22E
2013-02-01,4.9110000000000005,0.397,Kasugai,Japan,34.56N,136.22E
2013-03-01,10.33,0.505,Kasugai,Japan,34.56N,136.22E
2013-04-01,13.069,0.37,Kasugai,Japan,34.56N,136.22E
2013-05-01,18.358,0.264,Kasugai,Japan,34.56N,136.22E
2013-06-01,22.49,0.409,Kasugai,Japan,34.56N,136.22E
2013-07-01,26.915000000000006,0.174,Kasugai,Japan,34.56N,136.22E
2013-08-01,28.180999999999997,0.275,Kasugai,Japan,34.56N,136.22E
2013-09-01,,,Kasugai,Japan,34.56N,136.22E
1845-01-01,2.377,2.006,Kasukabe,Japan,36.17N,139.23E
1845-02-01,1.3119999999999998,2.968,Kasukabe,Japan,36.17N,139.23E
1845-03-01,5.276,1.506,Kasukabe,Japan,36.17N,139.23E
1845-04-01,10.387,1.508,Kasukabe,Japan,36.17N,139.23E
1845-05-01,14.922999999999998,1.4480000000000002,Kasukabe,Japan,36.17N,139.23E
1845-06-01,19.497,1.5490000000000002,Kasukabe,Japan,36.17N,139.23E
1845-07-01,23.979000000000006,1.876,Kasukabe,Japan,36.17N,139.23E
1845-08-01,24.109,1.376,Kasukabe,Japan,36.17N,139.23E
1845-09-01,19.507,1.746,Kasukabe,Japan,36.17N,139.23E
1845-10-01,12.911,1.2690000000000001,Kasukabe,Japan,36.17N,139.23E
1845-11-01,7.231,1.8,Kasukabe,Japan,36.17N,139.23E
1845-12-01,1.869,2.12,Kasukabe,Japan,36.17N,139.23E
1846-01-01,1.474,2.336,Kasukabe,Japan,36.17N,139.23E
1846-02-01,1.824,1.979,Kasukabe,Japan,36.17N,139.23E
1846-03-01,5.852,2.2119999999999997,Kasukabe,Japan,36.17N,139.23E
1846-04-01,10.111,1.805,Kasukabe,Japan,36.17N,139.23E
1846-05-01,14.365999999999998,1.88,Kasukabe,Japan,36.17N,139.23E
1846-06-01,19.724,1.757,Kasukabe,Japan,36.17N,139.23E
1846-07-01,23.845,1.969,Kasukabe,Japan,36.17N,139.23E
1846-08-01,24.930999999999997,1.54,Kasukabe,Japan,36.17N,139.23E
1846-09-01,20.703000000000007,1.815,Kasukabe,Japan,36.17N,139.23E
1846-10-01,13.883,1.4909999999999999,Kasukabe,Japan,36.17N,139.23E
1846-11-01,7.745,1.764,Kasukabe,Japan,36.17N,139.23E
1846-12-01,4.396,1.558,Kasukabe,Japan,36.17N,139.23E
1847-01-01,1.73,3.892,Kasukabe,Japan,36.17N,139.23E
1847-02-01,1.895,1.659,Kasukabe,Japan,36.17N,139.23E
1847-03-01,4.195,2.17,Kasukabe,Japan,36.17N,139.23E
1847-04-01,10.555,1.561,Kasukabe,Japan,36.17N,139.23E
1847-05-01,14.875999999999998,1.52,Kasukabe,Japan,36.17N,139.23E
1847-06-01,19.081,1.715,Kasukabe,Japan,36.17N,139.23E
1847-07-01,23.574,1.665,Kasukabe,Japan,36.17N,139.23E
1847-08-01,24.664,2.181,Kasukabe,Japan,36.17N,139.23E
1847-09-01,20.113000000000003,1.4869999999999999,Kasukabe,Japan,36.17N,139.23E
1847-10-01,13.648,1.288,Kasukabe,Japan,36.17N,139.23E
1847-11-01,9.117,1.508,Kasukabe,Japan,36.17N,139.23E
1847-12-01,3.042,2.032,Kasukabe,Japan,36.17N,139.23E
1848-01-01,-0.10799999999999987,2.0,Kasukabe,Japan,36.17N,139.23E
1848-02-01,2.401,1.7080000000000002,Kasukabe,Japan,36.17N,139.23E
1848-03-01,5.021,1.514,Kasukabe,Japan,36.17N,139.23E
1848-04-01,10.498,1.635,Kasukabe,Japan,36.17N,139.23E
1848-05-01,15.242,1.864,Kasukabe,Japan,36.17N,139.23E
1848-06-01,19.392,1.9340000000000002,Kasukabe,Japan,36.17N,139.23E
1848-07-01,23.898000000000003,2.499,Kasukabe,Japan,36.17N,139.23E
1848-08-01,24.014000000000006,1.9509999999999998,Kasukabe,Japan,36.17N,139.23E
1848-09-01,19.749,1.594,Kasukabe,Japan,36.17N,139.23E
1848-10-01,14.187000000000001,1.652,Kasukabe,Japan,36.17N,139.23E
1848-11-01,7.4940000000000015,1.469,Kasukabe,Japan,36.17N,139.23E
1848-12-01,3.85,2.112,Kasukabe,Japan,36.17N,139.23E
1849-01-01,1.6469999999999998,1.618,Kasukabe,Japan,36.17N,139.23E
1849-02-01,2.797,2.3209999999999997,Kasukabe,Japan,36.17N,139.23E
1849-03-01,6.124,2.0709999999999997,Kasukabe,Japan,36.17N,139.23E
1849-04-01,9.667,1.796,Kasukabe,Japan,36.17N,139.23E
1849-05-01,14.535999999999998,1.376,Kasukabe,Japan,36.17N,139.23E
1849-06-01,19.233,1.675,Kasukabe,Japan,36.17N,139.23E
1849-07-01,23.031999999999996,1.601,Kasukabe,Japan,36.17N,139.23E
1849-08-01,24.299,1.466,Kasukabe,Japan,36.17N,139.23E
1849-09-01,20.301,1.7069999999999999,Kasukabe,Japan,36.17N,139.23E
1849-10-01,13.785,1.358,Kasukabe,Japan,36.17N,139.23E
1849-11-01,7.824000000000002,1.8980000000000001,Kasukabe,Japan,36.17N,139.23E
1849-12-01,2.414,1.5719999999999998,Kasukabe,Japan,36.17N,139.23E
1850-01-01,-0.06600000000000006,1.62,Kasukabe,Japan,36.17N,139.23E
1850-02-01,1.7690000000000001,2.006,Kasukabe,Japan,36.17N,139.23E
1850-03-01,5.414,2.54,Kasukabe,Japan,36.17N,139.23E
1850-04-01,9.283,1.99,Kasukabe,Japan,36.17N,139.23E
1850-05-01,14.454999999999998,1.66,Kasukabe,Japan,36.17N,139.23E
1850-06-01,19.232,1.6909999999999998,Kasukabe,Japan,36.17N,139.23E
1850-07-01,23.529000000000003,1.5930000000000002,Kasukabe,Japan,36.17N,139.23E
1850-08-01,23.791999999999998,1.9569999999999999,Kasukabe,Japan,36.17N,139.23E
1850-09-01,19.76,1.465,Kasukabe,Japan,36.17N,139.23E
1850-10-01,13.231,1.383,Kasukabe,Japan,36.17N,139.23E
1850-11-01,7.255000000000001,1.9240000000000002,Kasukabe,Japan,36.17N,139.23E
1850-12-01,2.923,1.6219999999999999,Kasukabe,Japan,36.17N,139.23E
1851-01-01,1.325,1.446,Kasukabe,Japan,36.17N,139.23E
1851-02-01,1.137,1.633,Kasukabe,Japan,36.17N,139.23E
1851-03-01,4.433,1.6469999999999998,Kasukabe,Japan,36.17N,139.23E
1851-04-01,9.135,1.754,Kasukabe,Japan,36.17N,139.23E
1851-05-01,14.871999999999998,1.3319999999999999,Kasukabe,Japan,36.17N,139.23E
1851-06-01,18.879,1.932,Kasukabe,Japan,36.17N,139.23E
1851-07-01,23.713,1.7630000000000001,Kasukabe,Japan,36.17N,139.23E
1851-08-01,24.024,1.557,Kasukabe,Japan,36.17N,139.23E
1851-09-01,19.723000000000006,1.575,Kasukabe,Japan,36.17N,139.23E
1851-10-01,13.347000000000001,1.723,Kasukabe,Japan,36.17N,139.23E
1851-11-01,7.865,1.801,Kasukabe,Japan,36.17N,139.23E
1851-12-01,2.685,2.888,Kasukabe,Japan,36.17N,139.23E
1852-01-01,0.65,2.14,Kasukabe,Japan,36.17N,139.23E
1852-02-01,0.2349999999999999,1.7180000000000002,Kasukabe,Japan,36.17N,139.23E
1852-03-01,3.471,1.712,Kasukabe,Japan,36.17N,139.23E
1852-04-01,9.06,1.973,Kasukabe,Japan,36.17N,139.23E
1852-05-01,14.831,1.5090000000000001,Kasukabe,Japan,36.17N,139.23E
1852-06-01,19.539,1.432,Kasukabe,Japan,36.17N,139.23E
1852-07-01,24.004,1.7209999999999999,Kasukabe,Japan,36.17N,139.23E
1852-08-01,23.787000000000006,1.442,Kasukabe,Japan,36.17N,139.23E
1852-09-01,19.967,1.4909999999999999,Kasukabe,Japan,36.17N,139.23E
1852-10-01,14.130999999999998,1.518,Kasukabe,Japan,36.17N,139.23E
1852-11-01,7.106,1.788,Kasukabe,Japan,36.17N,139.23E
1852-12-01,3.958,2.06,Kasukabe,Japan,36.17N,139.23E
1853-01-01,0.31299999999999994,1.861,Kasukabe,Japan,36.17N,139.23E
1853-02-01,-0.015000000000000124,1.9780000000000002,Kasukabe,Japan,36.17N,139.23E
1853-03-01,4.388,1.945,Kasukabe,Japan,36.17N,139.23E
1853-04-01,9.484,1.787,Kasukabe,Japan,36.17N,139.23E
1853-05-01,14.941999999999998,1.5219999999999998,Kasukabe,Japan,36.17N,139.23E
1853-06-01,19.601,1.743,Kasukabe,Japan,36.17N,139.23E
1853-07-01,24.301,1.9269999999999998,Kasukabe,Japan,36.17N,139.23E
1853-08-01,24.258000000000006,1.903,Kasukabe,Japan,36.17N,139.23E
1853-09-01,20.514000000000006,1.749,Kasukabe,Japan,36.17N,139.23E
1853-10-01,13.347999999999999,1.746,Kasukabe,Japan,36.17N,139.23E
1853-11-01,7.919,1.8980000000000001,Kasukabe,Japan,36.17N,139.23E
1853-12-01,3.239,1.67,Kasukabe,Japan,36.17N,139.23E
1854-01-01,0.5050000000000001,1.834,Kasukabe,Japan,36.17N,139.23E
1854-02-01,0.7089999999999999,2.121,Kasukabe,Japan,36.17N,139.23E
1854-03-01,5.336,1.764,Kasukabe,Japan,36.17N,139.23E
1854-04-01,10.308,1.521,Kasukabe,Japan,36.17N,139.23E
1854-05-01,15.579999999999998,1.2930000000000001,Kasukabe,Japan,36.17N,139.23E
1854-06-01,19.394000000000002,1.561,Kasukabe,Japan,36.17N,139.23E
1854-07-01,23.837000000000003,1.8330000000000002,Kasukabe,Japan,36.17N,139.23E
1854-08-01,24.703000000000007,1.68,Kasukabe,Japan,36.17N,139.23E
1854-09-01,20.566999999999997,1.548,Kasukabe,Japan,36.17N,139.23E
1854-10-01,14.489,1.8330000000000002,Kasukabe,Japan,36.17N,139.23E
1854-11-01,8.152000000000001,1.675,Kasukabe,Japan,36.17N,139.23E
1854-12-01,3.334,3.505,Kasukabe,Japan,36.17N,139.23E
1855-01-01,2.389,2.2230000000000003,Kasukabe,Japan,36.17N,139.23E
1855-02-01,1.206,2.326,Kasukabe,Japan,36.17N,139.23E
1855-03-01,5.535,1.442,Kasukabe,Japan,36.17N,139.23E
1855-04-01,12.232000000000001,2.222,Kasukabe,Japan,36.17N,139.23E
1855-05-01,15.996999999999998,1.475,Kasukabe,Japan,36.17N,139.23E
1855-06-01,20.178,1.771,Kasukabe,Japan,36.17N,139.23E
1855-07-01,23.862,1.75,Kasukabe,Japan,36.17N,139.23E
1855-08-01,24.093000000000004,1.61,Kasukabe,Japan,36.17N,139.23E
1855-09-01,20.680999999999997,1.749,Kasukabe,Japan,36.17N,139.23E
1855-10-01,13.749,1.6580000000000001,Kasukabe,Japan,36.17N,139.23E
1855-11-01,7.561,1.675,Kasukabe,Japan,36.17N,139.23E
1855-12-01,3.204,2.105,Kasukabe,Japan,36.17N,139.23E
1856-01-01,1.1079999999999999,1.896,Kasukabe,Japan,36.17N,139.23E
1856-02-01,0.2450000000000001,1.9069999999999998,Kasukabe,Japan,36.17N,139.23E
1856-03-01,4.758,1.722,Kasukabe,Japan,36.17N,139.23E
1856-04-01,10.51,1.6019999999999999,Kasukabe,Japan,36.17N,139.23E
1856-05-01,14.778999999999998,1.705,Kasukabe,Japan,36.17N,139.23E
1856-06-01,19.875,1.768,Kasukabe,Japan,36.17N,139.23E
1856-07-01,23.844,1.9780000000000002,Kasukabe,Japan,36.17N,139.23E
1856-08-01,24.759,2.0909999999999997,Kasukabe,Japan,36.17N,139.23E
1856-09-01,19.847,1.859,Kasukabe,Japan,36.17N,139.23E
1856-10-01,13.369000000000002,1.568,Kasukabe,Japan,36.17N,139.23E
1856-11-01,8.113999999999999,1.808,Kasukabe,Japan,36.17N,139.23E
1856-12-01,3.496,1.827,Kasukabe,Japan,36.17N,139.23E
1857-01-01,0.596,1.824,Kasukabe,Japan,36.17N,139.23E
1857-02-01,1.653,2.204,Kasukabe,Japan,36.17N,139.23E
1857-03-01,4.428,1.963,Kasukabe,Japan,36.17N,139.23E
1857-04-01,10.177999999999999,1.7309999999999999,Kasukabe,Japan,36.17N,139.23E
1857-05-01,14.079,1.443,Kasukabe,Japan,36.17N,139.23E
1857-06-01,19.367,1.7469999999999999,Kasukabe,Japan,36.17N,139.23E
1857-07-01,23.514000000000006,1.8459999999999999,Kasukabe,Japan,36.17N,139.23E
1857-08-01,24.074,1.6669999999999998,Kasukabe,Japan,36.17N,139.23E
1857-09-01,19.778,1.629,Kasukabe,Japan,36.17N,139.23E
1857-10-01,13.663,1.615,Kasukabe,Japan,36.17N,139.23E
1857-11-01,8.396,1.949,Kasukabe,Japan,36.17N,139.23E
1857-12-01,3.607,1.781,Kasukabe,Japan,36.17N,139.23E
1858-01-01,0.973,2.294,Kasukabe,Japan,36.17N,139.23E
1858-02-01,1.491,1.808,Kasukabe,Japan,36.17N,139.23E
1858-03-01,4.533,1.986,Kasukabe,Japan,36.17N,139.23E
1858-04-01,11.716,2.16,Kasukabe,Japan,36.17N,139.23E
1858-05-01,15.672,1.72,Kasukabe,Japan,36.17N,139.23E
1858-06-01,19.624000000000002,1.646,Kasukabe,Japan,36.17N,139.23E
1858-07-01,23.51,1.788,Kasukabe,Japan,36.17N,139.23E
1858-08-01,23.53,1.662,Kasukabe,Japan,36.17N,139.23E
1858-09-01,19.942,1.71,Kasukabe,Japan,36.17N,139.23E
1858-10-01,13.972000000000001,1.5090000000000001,Kasukabe,Japan,36.17N,139.23E
1858-11-01,8.912,1.9569999999999999,Kasukabe,Japan,36.17N,139.23E
1858-12-01,2.914,1.754,Kasukabe,Japan,36.17N,139.23E
1859-01-01,0.498,1.806,Kasukabe,Japan,36.17N,139.23E
1859-02-01,0.7089999999999999,1.8130000000000002,Kasukabe,Japan,36.17N,139.23E
1859-03-01,5.379,1.675,Kasukabe,Japan,36.17N,139.23E
1859-04-01,11.552999999999999,1.686,Kasukabe,Japan,36.17N,139.23E
1859-05-01,15.505999999999998,1.475,Kasukabe,Japan,36.17N,139.23E
1859-06-01,20.221,1.758,Kasukabe,Japan,36.17N,139.23E
1859-07-01,22.829,1.807,Kasukabe,Japan,36.17N,139.23E
1859-08-01,23.723000000000006,1.703,Kasukabe,Japan,36.17N,139.23E
1859-09-01,19.579,1.7480000000000002,Kasukabe,Japan,36.17N,139.23E
1859-10-01,13.584000000000001,1.6159999999999999,Kasukabe,Japan,36.17N,139.23E
1859-11-01,8.207,1.859,Kasukabe,Japan,36.17N,139.23E
1859-12-01,4.048,3.113,Kasukabe,Japan,36.17N,139.23E
1860-01-01,0.03200000000000003,1.733,Kasukabe,Japan,36.17N,139.23E
1860-02-01,1.172,1.8530000000000002,Kasukabe,Japan,36.17N,139.23E
1860-03-01,3.24,2.089,Kasukabe,Japan,36.17N,139.23E
1860-04-01,10.520999999999999,1.671,Kasukabe,Japan,36.17N,139.23E
1860-05-01,14.849999999999998,1.392,Kasukabe,Japan,36.17N,139.23E
1860-06-01,19.327,1.556,Kasukabe,Japan,36.17N,139.23E
1860-07-01,23.629,1.7209999999999999,Kasukabe,Japan,36.17N,139.23E
1860-08-01,25.064,1.692,Kasukabe,Japan,36.17N,139.23E
1860-09-01,21.040000000000006,1.6580000000000001,Kasukabe,Japan,36.17N,139.23E
1860-10-01,13.802999999999999,1.433,Kasukabe,Japan,36.17N,139.23E
1860-11-01,6.596,1.6909999999999998,Kasukabe,Japan,36.17N,139.23E
1860-12-01,1.3919999999999997,2.028,Kasukabe,Japan,36.17N,139.23E
1861-01-01,-1.0610000000000002,1.7209999999999999,Kasukabe,Japan,36.17N,139.23E
1861-02-01,0.1429999999999998,1.745,Kasukabe,Japan,36.17N,139.23E
1861-03-01,5.125,1.641,Kasukabe,Japan,36.17N,139.23E
1861-04-01,10.515999999999998,1.6880000000000002,Kasukabe,Japan,36.17N,139.23E
1861-05-01,14.881999999999998,1.452,Kasukabe,Japan,36.17N,139.23E
1861-06-01,19.521,1.754,Kasukabe,Japan,36.17N,139.23E
1861-07-01,23.26,2.092,Kasukabe,Japan,36.17N,139.23E
1861-08-01,24.706,1.591,Kasukabe,Japan,36.17N,139.23E
1861-09-01,19.840000000000003,1.5519999999999998,Kasukabe,Japan,36.17N,139.23E
1861-10-01,13.387,1.486,Kasukabe,Japan,36.17N,139.23E
1861-11-01,8.030000000000001,1.9140000000000001,Kasukabe,Japan,36.17N,139.23E
1861-12-01,3.128,2.063,Kasukabe,Japan,36.17N,139.23E
1862-01-01,0.3420000000000001,2.214,Kasukabe,Japan,36.17N,139.23E
1862-02-01,-0.39899999999999997,2.049,Kasukabe,Japan,36.17N,139.23E
1862-03-01,5.1160000000000005,2.156,Kasukabe,Japan,36.17N,139.23E
1862-04-01,10.431,1.87,Kasukabe,Japan,36.17N,139.23E
1862-05-01,15.32,1.849,Kasukabe,Japan,36.17N,139.23E
1862-06-01,19.837,1.723,Kasukabe,Japan,36.17N,139.23E
1862-07-01,23.430000000000003,1.8019999999999998,Kasukabe,Japan,36.17N,139.23E
1862-08-01,23.819000000000006,1.81,Kasukabe,Japan,36.17N,139.23E
1862-09-01,20.055999999999997,1.692,Kasukabe,Japan,36.17N,139.23E
1862-10-01,13.618,1.765,Kasukabe,Japan,36.17N,139.23E
1862-11-01,6.876,1.851,Kasukabe,Japan,36.17N,139.23E
1862-12-01,2.262,2.555,Kasukabe,Japan,36.17N,139.23E
1863-01-01,0.982,1.676,Kasukabe,Japan,36.17N,139.23E
1863-02-01,1.642,2.176,Kasukabe,Japan,36.17N,139.23E
1863-03-01,5.841,1.145,Kasukabe,Japan,36.17N,139.23E
1863-04-01,9.889,1.66,Kasukabe,Japan,36.17N,139.23E
1863-05-01,15.319,1.181,Kasukabe,Japan,36.17N,139.23E
1863-06-01,20.55,2.7110000000000003,Kasukabe,Japan,36.17N,139.23E
1863-07-01,25.592,3.238,Kasukabe,Japan,36.17N,139.23E
1863-08-01,25.914,4.079,Kasukabe,Japan,36.17N,139.23E
1863-09-01,19.095,1.535,Kasukabe,Japan,36.17N,139.23E
1863-10-01,13.18,1.026,Kasukabe,Japan,36.17N,139.23E
1863-11-01,8.477,3.179,Kasukabe,Japan,36.17N,139.23E
1863-12-01,2.8930000000000002,2.1319999999999997,Kasukabe,Japan,36.17N,139.23E
1864-01-01,-0.454,3.815,Kasukabe,Japan,36.17N,139.23E
1864-02-01,0.20100000000000007,2.15,Kasukabe,Japan,36.17N,139.23E
1864-03-01,3.447,3.214,Kasukabe,Japan,36.17N,139.23E
1864-04-01,10.814,0.899,Kasukabe,Japan,36.17N,139.23E
1864-05-01,15.194,0.81,Kasukabe,Japan,36.17N,139.23E
1864-06-01,19.417,1.459,Kasukabe,Japan,36.17N,139.23E
1864-07-01,23.779000000000003,1.248,Kasukabe,Japan,36.17N,139.23E
1864-08-01,25.079,1.831,Kasukabe,Japan,36.17N,139.23E
1864-09-01,19.848000000000006,1.4040000000000001,Kasukabe,Japan,36.17N,139.23E
1864-10-01,14.424000000000001,0.899,Kasukabe,Japan,36.17N,139.23E
1864-11-01,8.668000000000001,1.798,Kasukabe,Japan,36.17N,139.23E
1864-12-01,3.0,1.956,Kasukabe,Japan,36.17N,139.23E
1865-01-01,0.767,2.705,Kasukabe,Japan,36.17N,139.23E
1865-02-01,2.331,3.608,Kasukabe,Japan,36.17N,139.23E
1865-03-01,4.367,1.109,Kasukabe,Japan,36.17N,139.23E
1865-04-01,11.354000000000001,2.76,Kasukabe,Japan,36.17N,139.23E
1865-05-01,16.009999999999998,2.039,Kasukabe,Japan,36.17N,139.23E
1865-06-01,20.155,1.534,Kasukabe,Japan,36.17N,139.23E
1865-07-01,22.366000000000003,2.1109999999999998,Kasukabe,Japan,36.17N,139.23E
1865-08-01,25.462,2.436,Kasukabe,Japan,36.17N,139.23E
1865-09-01,20.689,1.092,Kasukabe,Japan,36.17N,139.23E
1865-10-01,14.109000000000002,0.893,Kasukabe,Japan,36.17N,139.23E
1865-11-01,8.027000000000001,1.307,Kasukabe,Japan,36.17N,139.23E
1865-12-01,3.099,1.1,Kasukabe,Japan,36.17N,139.23E
1866-01-01,0.4430000000000001,1.65,Kasukabe,Japan,36.17N,139.23E
1866-02-01,0.242,1.6219999999999999,Kasukabe,Japan,36.17N,139.23E
1866-03-01,5.087,0.9309999999999999,Kasukabe,Japan,36.17N,139.23E
1866-04-01,9.379,1.714,Kasukabe,Japan,36.17N,139.23E
1866-05-01,14.203,2.782,Kasukabe,Japan,36.17N,139.23E
1866-06-01,18.014,3.389,Kasukabe,Japan,36.17N,139.23E
1866-07-01,23.294,1.969,Kasukabe,Japan,36.17N,139.23E
1866-08-01,24.46,0.903,Kasukabe,Japan,36.17N,139.23E
1866-09-01,18.902,2.965,Kasukabe,Japan,36.17N,139.23E
1866-10-01,13.995999999999999,0.848,Kasukabe,Japan,36.17N,139.23E
1866-11-01,8.021,1.2590000000000001,Kasukabe,Japan,36.17N,139.23E
1866-12-01,2.926,2.8489999999999998,Kasukabe,Japan,36.17N,139.23E
1867-01-01,1.3219999999999998,3.5069999999999997,Kasukabe,Japan,36.17N,139.23E
1867-02-01,0.24399999999999974,1.092,Kasukabe,Japan,36.17N,139.23E
1867-03-01,5.809,1.62,Kasukabe,Japan,36.17N,139.23E
1867-04-01,10.111,1.16,Kasukabe,Japan,36.17N,139.23E
1867-05-01,15.085,1.594,Kasukabe,Japan,36.17N,139.23E
1867-06-01,19.602,1.4169999999999998,Kasukabe,Japan,36.17N,139.23E
1867-07-01,23.631999999999998,1.073,Kasukabe,Japan,36.17N,139.23E
1867-08-01,25.630000000000006,2.456,Kasukabe,Japan,36.17N,139.23E
1867-09-01,20.177000000000003,0.892,Kasukabe,Japan,36.17N,139.23E
1867-10-01,15.017000000000001,1.053,Kasukabe,Japan,36.17N,139.23E
1867-11-01,8.531,1.712,Kasukabe,Japan,36.17N,139.23E
1867-12-01,4.302,1.6340000000000001,Kasukabe,Japan,36.17N,139.23E
1868-01-01,1.673,2.095,Kasukabe,Japan,36.17N,139.23E
1868-02-01,1.412,1.287,Kasukabe,Japan,36.17N,139.23E
1868-03-01,4.202,1.4180000000000001,Kasukabe,Japan,36.17N,139.23E
1868-04-01,10.905,0.971,Kasukabe,Japan,36.17N,139.23E
1868-05-01,15.846999999999998,1.778,Kasukabe,Japan,36.17N,139.23E
1868-06-01,19.354,0.816,Kasukabe,Japan,36.17N,139.23E
1868-07-01,24.203000000000007,1.043,Kasukabe,Japan,36.17N,139.23E
1868-08-01,23.528,1.974,Kasukabe,Japan,36.17N,139.23E
